latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
40.25,94.75,1140.0,28800,Asia/Shanghai,GMT+8

time,temperature_2m (°C),relativehumidity_2m (%),rain (mm),snowfall (cm),windspeed_10m (m/s),shortwave_radiation (W/m²)
2020-01-18T00:00,-3.9,70,0.00,0.07,5.32,0.0
2020-01-18T01:00,-4.6,73,0.00,0.07,5.29,0.0
2020-01-18T02:00,-4.1,75,0.00,0.07,5.03,0.0
2020-01-18T03:00,-3.9,75,0.00,0.07,4.93,0.0
2020-01-18T04:00,-5.1,78,0.00,0.07,4.65,0.0
2020-01-18T05:00,-5.2,79,0.00,0.00,4.31,0.0
2020-01-18T06:00,-6.3,85,0.00,0.00,3.48,0.0
2020-01-18T07:00,-6.9,87,0.00,0.00,2.97,0.0
2020-01-18T08:00,-7.9,86,0.00,0.00,2.57,0.0
2020-01-18T09:00,-8.7,86,0.00,0.00,2.40,0.0
2020-01-18T10:00,-6.6,83,0.00,0.00,1.75,50.0
2020-01-18T11:00,-6.6,81,0.00,0.00,1.30,210.0
2020-01-18T12:00,-6.3,74,0.00,0.00,1.61,361.0
2020-01-18T13:00,-2.1,57,0.00,0.00,2.19,467.0
2020-01-18T14:00,-1.7,54,0.00,0.00,3.04,519.0
2020-01-18T15:00,-1.4,52,0.00,0.00,4.10,507.0
2020-01-18T16:00,-0.4,48,0.00,0.00,4.70,438.0
2020-01-18T17:00,-0.2,48,0.00,0.00,5.01,317.0
2020-01-18T18:00,-3.1,56,0.00,0.00,4.32,160.0
2020-01-18T19:00,-3.9,61,0.00,0.00,3.45,21.0
2020-01-18T20:00,-4.6,65,0.00,0.00,3.71,0.0
2020-01-18T21:00,-4.6,66,0.00,0.00,3.83,0.0
2020-01-18T22:00,-5.3,67,0.00,0.00,3.74,0.0
2020-01-18T23:00,-5.4,70,0.00,0.00,3.57,0.0
2020-01-19T00:00,-5.5,70,0.00,0.00,3.40,0.0
2020-01-19T01:00,-7.8,77,0.00,0.00,3.36,0.0
2020-01-19T02:00,-8.9,80,0.00,0.00,3.36,0.0
2020-01-19T03:00,-9.6,82,0.00,0.00,3.12,0.0
2020-01-19T04:00,-10.7,82,0.00,0.00,2.97,0.0
2020-01-19T05:00,-10.4,79,0.00,0.00,2.76,0.0
2020-01-19T06:00,-11.3,80,0.00,0.00,2.62,0.0
2020-01-19T07:00,-11.4,79,0.00,0.00,2.30,0.0
2020-01-19T08:00,-11.1,79,0.00,0.00,2.34,0.0
2020-01-19T09:00,-11.4,79,0.00,0.00,2.44,0.0
2020-01-19T10:00,-7.5,73,0.00,0.00,1.93,51.0
2020-01-19T11:00,-7.7,71,0.00,0.00,1.12,208.0
2020-01-19T12:00,-7.4,71,0.00,0.00,0.92,358.0
2020-01-19T13:00,-2.9,58,0.00,0.00,1.21,468.0
2020-01-19T14:00,-2.5,56,0.00,0.00,1.52,521.0
2020-01-19T15:00,-2.2,53,0.00,0.00,1.94,518.0
2020-01-19T16:00,-0.9,51,0.00,0.00,2.32,444.0
2020-01-19T17:00,-0.8,52,0.00,0.00,2.60,321.0
2020-01-19T18:00,-4.0,62,0.00,0.00,3.18,163.0
2020-01-19T19:00,-4.2,66,0.00,0.00,3.04,23.0
2020-01-19T20:00,-5.1,68,0.00,0.00,3.42,0.0
2020-01-19T21:00,-5.2,69,0.00,0.00,3.30,0.0
2020-01-19T22:00,-7.8,76,0.00,0.00,2.97,0.0
2020-01-19T23:00,-7.8,78,0.00,0.00,2.33,0.0
2020-01-20T00:00,-7.7,78,0.00,0.00,1.91,0.0
2020-01-20T01:00,-9.4,82,0.00,0.00,1.70,0.0
2020-01-20T02:00,-9.6,81,0.00,0.00,1.71,0.0
2020-01-20T03:00,-10.2,79,0.00,0.00,1.70,0.0
2020-01-20T04:00,-11.3,78,0.00,0.00,1.79,0.0
2020-01-20T05:00,-11.2,77,0.00,0.00,1.80,0.0
2020-01-20T06:00,-12.1,75,0.00,0.00,1.60,0.0
2020-01-20T07:00,-11.1,74,0.00,0.00,0.91,0.0
2020-01-20T08:00,-10.8,75,0.00,0.00,0.22,0.0
2020-01-20T09:00,-10.9,76,0.00,0.00,1.25,0.0
2020-01-20T10:00,-8.1,74,0.00,0.00,1.12,53.0
2020-01-20T11:00,-9.3,76,0.00,0.00,0.54,212.0
2020-01-20T12:00,-9.2,77,0.00,0.00,0.80,361.0
2020-01-20T13:00,-4.3,63,0.00,0.00,0.82,471.0
2020-01-20T14:00,-3.3,57,0.00,0.00,0.67,528.0
2020-01-20T15:00,-2.6,54,0.00,0.00,0.64,517.0
2020-01-20T16:00,-0.7,48,0.00,0.00,0.41,454.0
2020-01-20T17:00,-0.3,46,0.00,0.00,0.10,331.0
2020-01-20T18:00,-4.8,57,0.00,0.00,0.42,171.0
2020-01-20T19:00,-4.6,56,0.00,0.00,0.10,25.0
2020-01-20T20:00,-5.1,59,0.00,0.00,0.22,0.0
2020-01-20T21:00,-5.3,61,0.00,0.00,1.10,0.0
2020-01-20T22:00,-7.3,67,0.00,0.00,1.71,0.0
2020-01-20T23:00,-8.3,67,0.00,0.00,1.55,0.0
2020-01-21T00:00,-8.1,67,0.00,0.00,1.39,0.0
2020-01-21T01:00,-8.6,69,0.00,0.00,1.04,0.0
2020-01-21T02:00,-9.2,72,0.00,0.00,1.04,0.0
2020-01-21T03:00,-9.0,71,0.00,0.00,1.56,0.0
2020-01-21T04:00,-9.6,74,0.00,0.00,2.56,0.0
2020-01-21T05:00,-10.1,76,0.00,0.00,3.28,0.0
2020-01-21T06:00,-10.3,75,0.00,0.00,3.54,0.0
2020-01-21T07:00,-10.3,76,0.00,0.00,3.86,0.0
2020-01-21T08:00,-10.5,77,0.00,0.00,3.77,0.0
2020-01-21T09:00,-10.4,77,0.00,0.00,3.55,0.0
2020-01-21T10:00,-8.0,74,0.00,0.00,2.55,47.0
2020-01-21T11:00,-7.9,73,0.00,0.00,1.22,188.0
2020-01-21T12:00,-6.3,70,0.00,0.00,0.85,339.0
2020-01-21T13:00,-3.5,60,0.00,0.00,0.89,460.0
2020-01-21T14:00,-3.1,57,0.00,0.00,1.02,518.0
2020-01-21T15:00,-2.7,54,0.00,0.00,1.51,499.0
2020-01-21T16:00,-1.4,50,0.00,0.00,1.91,444.0
2020-01-21T17:00,-0.9,46,0.00,0.00,2.01,328.0
2020-01-21T18:00,-4.4,55,0.00,0.00,2.39,171.0
2020-01-21T19:00,-5.2,61,0.00,0.00,2.72,26.0
2020-01-21T20:00,-5.3,61,0.00,0.00,2.33,0.0
2020-01-21T21:00,-5.0,62,0.00,0.00,2.20,0.0
2020-01-21T22:00,-7.9,68,0.00,0.00,1.77,0.0
2020-01-21T23:00,-7.9,67,0.00,0.00,1.39,0.0
2020-01-22T00:00,-6.7,62,0.00,0.00,0.92,0.0
2020-01-22T01:00,-8.6,65,0.00,0.00,1.17,0.0
2020-01-22T02:00,-10.0,73,0.00,0.00,1.73,0.0
2020-01-22T03:00,-10.9,75,0.00,0.00,2.01,0.0
2020-01-22T04:00,-11.8,75,0.00,0.00,2.32,0.0
2020-01-22T05:00,-11.8,74,0.00,0.00,2.14,0.0
2020-01-22T06:00,-12.1,72,0.00,0.00,1.63,0.0
2020-01-22T07:00,-11.2,70,0.00,0.00,0.28,0.0
2020-01-22T08:00,-11.9,73,0.00,0.00,0.98,0.0
2020-01-22T09:00,-13.5,76,0.00,0.00,1.79,0.0
2020-01-22T10:00,-8.2,71,0.00,0.00,2.48,57.0
2020-01-22T11:00,-8.6,71,0.00,0.00,2.00,221.0
2020-01-22T12:00,-8.5,67,0.00,0.00,2.15,375.0
2020-01-22T13:00,-2.2,48,0.00,0.00,2.11,485.0
2020-01-22T14:00,-1.9,45,0.00,0.00,2.41,539.0
2020-01-22T15:00,-1.6,43,0.00,0.00,2.80,520.0
2020-01-22T16:00,0.3,40,0.00,0.00,3.01,438.0
2020-01-22T17:00,0.6,40,0.00,0.00,3.01,330.0
2020-01-22T18:00,-3.5,52,0.00,0.00,2.50,173.0
2020-01-22T19:00,-4.7,59,0.00,0.00,1.90,28.0
2020-01-22T20:00,-4.7,58,0.00,0.00,1.77,0.0
2020-01-22T21:00,-4.5,58,0.00,0.00,1.66,0.0
2020-01-22T22:00,-7.2,64,0.00,0.00,1.50,0.0
2020-01-22T23:00,-8.4,68,0.00,0.00,1.40,0.0
2020-01-23T00:00,-7.8,66,0.00,0.00,1.25,0.0
2020-01-23T01:00,-9.4,71,0.00,0.00,1.50,0.0
2020-01-23T02:00,-10.0,73,0.00,0.00,1.90,0.0
2020-01-23T03:00,-10.7,75,0.00,0.00,2.50,0.0
2020-01-23T04:00,-11.6,72,0.00,0.00,2.83,0.0
2020-01-23T05:00,-11.7,70,0.00,0.00,2.92,0.0
2020-01-23T06:00,-12.7,71,0.00,0.00,2.72,0.0
2020-01-23T07:00,-13.1,70,0.00,0.00,2.20,0.0
2020-01-23T08:00,-13.0,68,0.00,0.00,2.11,0.0
2020-01-23T09:00,-12.4,65,0.00,0.00,1.92,0.0
2020-01-23T10:00,-8.3,59,0.00,0.00,1.49,59.0
2020-01-23T11:00,-7.9,57,0.00,0.00,0.81,223.0
2020-01-23T12:00,-7.8,51,0.00,0.00,1.17,377.0
2020-01-23T13:00,-2.3,39,0.00,0.00,1.42,489.0
2020-01-23T14:00,-1.3,36,0.00,0.00,1.39,545.0
2020-01-23T15:00,-0.7,35,0.00,0.00,1.41,528.0
2020-01-23T16:00,1.7,32,0.00,0.00,1.28,464.0
2020-01-23T17:00,1.9,31,0.00,0.00,1.63,345.0
2020-01-23T18:00,-2.2,41,0.00,0.00,1.60,178.0
2020-01-23T19:00,-4.3,54,0.00,0.00,1.92,28.0
2020-01-23T20:00,-3.7,48,0.00,0.00,2.02,0.0
2020-01-23T21:00,-3.5,46,0.00,0.00,2.15,0.0
2020-01-23T22:00,-4.6,48,0.00,0.00,2.41,0.0
2020-01-23T23:00,-4.7,50,0.00,0.00,2.56,0.0
2020-01-24T00:00,-4.8,50,0.00,0.00,2.78,0.0
2020-01-24T01:00,-6.9,52,0.00,0.00,4.05,0.0
2020-01-24T02:00,-7.2,54,0.00,0.00,4.22,0.0
2020-01-24T03:00,-7.6,55,0.00,0.00,4.02,0.0
2020-01-24T04:00,-8.7,60,0.00,0.00,3.13,0.0
2020-01-24T05:00,-9.2,63,0.00,0.00,2.33,0.0
2020-01-24T06:00,-10.7,66,0.00,0.00,1.99,0.0
2020-01-24T07:00,-10.9,66,0.00,0.00,1.65,0.0
2020-01-24T08:00,-10.9,66,0.00,0.00,1.36,0.0
2020-01-24T09:00,-10.8,65,0.00,0.00,1.91,0.0
2020-01-24T10:00,-6.4,57,0.00,0.00,2.13,49.0
2020-01-24T11:00,-6.9,54,0.00,0.00,1.75,192.0
2020-01-24T12:00,-6.7,52,0.00,0.00,2.32,334.0
2020-01-24T13:00,-1.4,39,0.00,0.00,2.75,448.0
2020-01-24T14:00,-0.8,35,0.00,0.00,2.59,517.0
2020-01-24T15:00,-0.1,36,0.00,0.00,2.30,521.0
2020-01-24T16:00,1.7,32,0.00,0.00,2.01,453.0
2020-01-24T17:00,1.8,30,0.00,0.00,1.80,322.0
2020-01-24T18:00,-2.0,41,0.00,0.00,1.91,163.0
2020-01-24T19:00,-3.5,58,0.00,0.00,1.94,29.0
2020-01-24T20:00,-3.4,56,0.00,0.00,2.27,0.0
2020-01-24T21:00,-3.1,51,0.00,0.00,2.33,0.0
2020-01-24T22:00,-6.3,55,0.00,0.00,2.50,0.0
2020-01-24T23:00,-6.6,54,0.00,0.00,2.80,0.0
2020-01-25T00:00,-6.6,55,0.00,0.00,3.20,0.0
2020-01-25T01:00,-8.3,55,0.00,0.00,3.51,0.0
2020-01-25T02:00,-8.1,57,0.00,0.00,3.63,0.0
2020-01-25T03:00,-8.2,57,0.00,0.00,3.51,0.0
2020-01-25T04:00,-10.3,60,0.00,0.00,3.51,0.0
2020-01-25T05:00,-10.8,59,0.00,0.00,3.62,0.0
2020-01-25T06:00,-11.6,62,0.00,0.00,3.44,0.0
2020-01-25T07:00,-11.5,60,0.00,0.00,3.23,0.0
2020-01-25T08:00,-11.9,60,0.00,0.00,3.21,0.0
2020-01-25T09:00,-12.2,61,0.00,0.00,3.30,0.0
2020-01-25T10:00,-7.9,50,0.00,0.00,2.69,63.0
2020-01-25T11:00,-7.1,47,0.00,0.00,2.51,231.0
2020-01-25T12:00,-4.8,41,0.00,0.00,3.16,389.0
2020-01-25T13:00,0.9,28,0.00,0.00,3.22,502.0
2020-01-25T14:00,2.0,28,0.00,0.00,2.58,558.0
2020-01-25T15:00,2.6,29,0.00,0.00,1.98,550.0
2020-01-25T16:00,5.1,25,0.00,0.00,0.85,480.0
2020-01-25T17:00,5.3,25,0.00,0.00,1.65,356.0
2020-01-25T18:00,0.8,35,0.00,0.00,3.60,192.0
2020-01-25T19:00,-0.4,40,0.00,0.00,4.78,35.0
2020-01-25T20:00,-0.8,39,0.00,0.00,5.86,0.0
2020-01-25T21:00,-1.5,38,0.00,0.00,6.17,0.0
2020-01-25T22:00,-4.1,43,0.00,0.00,5.86,0.0
2020-01-25T23:00,-4.6,44,0.00,0.00,5.20,0.0
2020-01-26T00:00,-4.9,46,0.00,0.00,4.28,0.0
2020-01-26T01:00,-6.9,49,0.00,0.00,3.39,0.0
2020-01-26T02:00,-7.0,50,0.00,0.00,2.77,0.0
2020-01-26T03:00,-7.2,51,0.00,0.00,2.42,0.0
2020-01-26T04:00,-10.1,60,0.00,0.00,2.00,0.0
2020-01-26T05:00,-10.6,65,0.00,0.00,1.64,0.0
2020-01-26T06:00,-11.8,68,0.00,0.00,1.80,0.0
2020-01-26T07:00,-12.3,71,0.00,0.00,1.28,0.0
2020-01-26T08:00,-12.1,71,0.00,0.00,0.36,0.0
2020-01-26T09:00,-11.2,67,0.00,0.00,1.28,0.0
2020-01-26T10:00,-9.2,64,0.00,0.00,0.98,64.0
2020-01-26T11:00,-6.8,58,0.00,0.00,0.30,231.0
2020-01-26T12:00,-6.8,56,0.00,0.00,0.78,387.0
2020-01-26T13:00,-2.6,45,0.00,0.00,0.85,499.0
2020-01-26T14:00,-2.1,42,0.00,0.00,1.00,555.0
2020-01-26T15:00,-1.8,42,0.00,0.00,1.03,549.0
2020-01-26T16:00,-0.0,39,0.00,0.00,0.89,480.0
2020-01-26T17:00,0.3,38,0.00,0.00,0.95,358.0
2020-01-26T18:00,-2.6,46,0.00,0.00,1.70,193.0
2020-01-26T19:00,-3.8,61,0.00,0.00,2.20,36.0
2020-01-26T20:00,-3.8,57,0.00,0.00,2.28,0.0
2020-01-26T21:00,-3.4,53,0.00,0.00,2.73,0.0
2020-01-26T22:00,-6.3,56,0.00,0.00,2.98,0.0
2020-01-26T23:00,-5.7,58,0.00,0.00,2.69,0.0
2020-01-27T00:00,-5.6,57,0.00,0.00,2.34,0.0
2020-01-27T01:00,-7.3,60,0.00,0.00,2.06,0.0
2020-01-27T02:00,-7.3,61,0.00,0.00,1.98,0.0
2020-01-27T03:00,-7.9,61,0.00,0.00,2.28,0.0
2020-01-27T04:00,-8.8,65,0.00,0.00,2.83,0.0
2020-01-27T05:00,-9.5,69,0.00,0.00,3.02,0.0
2020-01-27T06:00,-10.6,72,0.00,0.00,2.66,0.0
2020-01-27T07:00,-11.6,71,0.00,0.00,2.06,0.0
2020-01-27T08:00,-11.7,70,0.00,0.00,2.00,0.0
2020-01-27T09:00,-12.0,70,0.00,0.00,2.37,0.0
2020-01-27T10:00,-6.9,61,0.00,0.00,2.02,66.0
2020-01-27T11:00,-7.3,57,0.00,0.00,1.08,234.0
2020-01-27T12:00,-6.6,54,0.00,0.00,0.51,390.0
2020-01-27T13:00,-1.9,42,0.00,0.00,0.45,502.0
2020-01-27T14:00,-1.4,40,0.00,0.00,0.61,557.0
2020-01-27T15:00,-1.0,42,0.00,0.00,0.81,545.0
2020-01-27T16:00,0.7,38,0.00,0.00,0.76,473.0
2020-01-27T17:00,0.9,35,0.00,0.00,0.36,346.0
2020-01-27T18:00,-2.7,43,0.00,0.00,0.92,193.0
2020-01-27T19:00,-2.7,47,0.00,0.00,1.02,38.0
2020-01-27T20:00,-2.2,44,0.00,0.00,1.22,0.0
2020-01-27T21:00,-2.1,44,0.00,0.00,1.63,0.0
2020-01-27T22:00,-5.7,51,0.00,0.00,2.05,0.0
2020-01-27T23:00,-6.4,55,0.00,0.00,2.00,0.0
2020-01-28T00:00,-6.5,55,0.00,0.00,1.70,0.0
2020-01-28T01:00,-7.7,59,0.00,0.00,1.26,0.0
2020-01-28T02:00,-7.3,58,0.00,0.00,1.10,0.0
2020-01-28T03:00,-6.9,55,0.00,0.00,1.17,0.0
2020-01-28T04:00,-7.8,55,0.00,0.00,1.17,0.0
2020-01-28T05:00,-7.6,55,0.00,0.00,1.10,0.0
2020-01-28T06:00,-9.1,58,0.00,0.00,1.40,0.0
2020-01-28T07:00,-9.5,59,0.00,0.00,0.61,0.0
2020-01-28T08:00,-9.6,60,0.00,0.00,0.78,0.0
2020-01-28T09:00,-9.6,60,0.00,0.00,1.28,0.0
2020-01-28T10:00,-5.9,57,0.00,0.00,1.43,69.0
2020-01-28T11:00,-6.7,57,0.00,0.00,0.61,239.0
2020-01-28T12:00,-6.4,55,0.00,0.00,0.32,396.0
2020-01-28T13:00,-0.9,41,0.00,0.00,0.89,510.0
2020-01-28T14:00,-0.4,38,0.00,0.00,1.21,567.0
2020-01-28T15:00,0.3,38,0.00,0.00,1.30,561.0
2020-01-28T16:00,2.0,35,0.00,0.00,1.08,493.0
2020-01-28T17:00,2.9,34,0.00,0.00,0.86,369.0
2020-01-28T18:00,-1.4,42,0.00,0.00,1.14,205.0
2020-01-28T19:00,-1.1,41,0.00,0.00,0.99,43.0
2020-01-28T20:00,-1.3,43,0.00,0.00,0.67,0.0
2020-01-28T21:00,-1.6,44,0.00,0.00,0.61,0.0
2020-01-28T22:00,-4.2,47,0.00,0.00,0.86,0.0
2020-01-28T23:00,-4.3,47,0.00,0.00,1.04,0.0
2020-01-29T00:00,-4.2,46,0.00,0.00,1.20,0.0
2020-01-29T01:00,-5.6,50,0.00,0.00,1.33,0.0
2020-01-29T02:00,-5.2,50,0.00,0.00,1.66,0.0
2020-01-29T03:00,-5.1,51,0.00,0.00,2.08,0.0
2020-01-29T04:00,-8.9,57,0.00,0.00,2.64,0.0
2020-01-29T05:00,-9.7,61,0.00,0.00,2.80,0.0
2020-01-29T06:00,-10.7,63,0.00,0.00,2.88,0.0
2020-01-29T07:00,-11.3,64,0.00,0.00,2.56,0.0
2020-01-29T08:00,-11.8,64,0.00,0.00,1.93,0.0
2020-01-29T09:00,-11.5,61,0.00,0.00,1.60,0.0
2020-01-29T10:00,-5.9,47,0.00,0.00,1.84,71.0
2020-01-29T11:00,-6.5,46,0.00,0.00,0.81,241.0
2020-01-29T12:00,-6.1,49,0.00,0.00,0.78,399.0
2020-01-29T13:00,-0.5,39,0.00,0.00,1.13,513.0
2020-01-29T14:00,-0.1,38,0.00,0.00,1.08,570.0
2020-01-29T15:00,0.2,36,0.00,0.00,1.03,564.0
2020-01-29T16:00,2.2,32,0.00,0.00,0.81,496.0
2020-01-29T17:00,2.6,31,0.00,0.00,0.32,373.0
2020-01-29T18:00,-1.1,37,0.00,0.00,0.36,209.0
2020-01-29T19:00,-1.2,37,0.00,0.00,0.41,45.0
2020-01-29T20:00,-2.1,44,0.00,0.00,1.35,0.0
2020-01-29T21:00,-3.1,48,0.00,0.00,2.06,0.0
2020-01-29T22:00,-5.6,51,0.00,0.00,2.28,0.0
2020-01-29T23:00,-5.7,51,0.00,0.00,2.27,0.0
2020-01-30T00:00,-5.6,50,0.00,0.00,2.52,0.0
2020-01-30T01:00,-7.5,55,0.00,0.00,2.24,0.0
2020-01-30T02:00,-8.3,57,0.00,0.00,2.06,0.0
2020-01-30T03:00,-8.2,58,0.00,0.00,1.84,0.0
2020-01-30T04:00,-9.1,59,0.00,0.00,1.66,0.0
2020-01-30T05:00,-9.8,62,0.00,0.00,1.79,0.0
2020-01-30T06:00,-11.5,65,0.00,0.00,2.16,0.0
2020-01-30T07:00,-11.4,65,0.00,0.00,2.20,0.0
2020-01-30T08:00,-11.8,65,0.00,0.00,2.39,0.0
2020-01-30T09:00,-11.8,66,0.00,0.00,2.48,0.0
2020-01-30T10:00,-6.4,56,0.00,0.00,2.06,74.0
2020-01-30T11:00,-6.7,53,0.00,0.00,1.14,245.0
2020-01-30T12:00,-6.1,51,0.00,0.00,0.71,404.0
2020-01-30T13:00,-0.6,40,0.00,0.00,0.78,518.0
2020-01-30T14:00,-0.0,38,0.00,0.00,1.13,576.0
2020-01-30T15:00,0.2,38,0.00,0.00,1.44,570.0
2020-01-30T16:00,2.0,35,0.00,0.00,1.62,501.0
2020-01-30T17:00,2.2,34,0.00,0.00,1.81,377.0
2020-01-30T18:00,-1.0,40,0.00,0.00,2.01,213.0
2020-01-30T19:00,-2.9,54,0.00,0.00,2.11,47.0
2020-01-30T20:00,-2.8,49,0.00,0.00,2.47,0.0
2020-01-30T21:00,-2.4,48,0.00,0.00,2.91,0.0
2020-01-30T22:00,-4.7,53,0.00,0.00,3.26,0.0
2020-01-30T23:00,-4.6,56,0.00,0.00,3.36,0.0
2020-01-31T00:00,-5.4,56,0.00,0.00,3.40,0.0
2020-01-31T01:00,-7.6,59,0.00,0.00,3.41,0.0
2020-01-31T02:00,-7.7,57,0.00,0.00,3.34,0.0
2020-01-31T03:00,-7.6,57,0.00,0.00,3.05,0.0
2020-01-31T04:00,-9.6,61,0.00,0.00,2.84,0.0
2020-01-31T05:00,-9.5,63,0.00,0.00,2.78,0.0
2020-01-31T06:00,-10.7,68,0.00,0.00,2.62,0.0
2020-01-31T07:00,-10.9,68,0.00,0.00,1.75,0.0
2020-01-31T08:00,-11.4,67,0.00,0.00,1.04,0.0
2020-01-31T09:00,-11.2,66,0.00,0.00,1.65,0.0
2020-01-31T10:00,-6.5,57,0.00,0.00,1.71,72.0
2020-01-31T11:00,-7.2,57,0.00,0.00,0.72,235.0
2020-01-31T12:00,-6.9,54,0.00,0.00,0.98,381.0
2020-01-31T13:00,-1.7,43,0.00,0.00,0.81,474.0
2020-01-31T14:00,-1.4,40,0.00,0.00,0.50,518.0
2020-01-31T15:00,-1.2,40,0.00,0.00,0.72,500.0
2020-01-31T16:00,0.5,36,0.00,0.00,1.24,430.0
2020-01-31T17:00,0.7,36,0.00,0.00,1.51,290.0
2020-01-31T18:00,-1.5,41,0.00,0.00,1.81,155.0
2020-01-31T19:00,-2.7,55,0.00,0.00,1.80,30.0
2020-01-31T20:00,-2.8,59,0.00,0.00,1.43,0.0
2020-01-31T21:00,-2.7,55,0.00,0.00,1.30,0.0
2020-01-31T22:00,-3.3,54,0.00,0.00,1.77,0.0
2020-01-31T23:00,-3.5,53,0.00,0.00,2.12,0.0
2020-02-01T00:00,-3.5,52,0.00,0.00,2.33,0.0
2020-02-01T01:00,-4.4,54,0.00,0.00,2.61,0.0
2020-02-01T02:00,-4.7,55,0.00,0.00,2.86,0.0
2020-02-01T03:00,-4.9,56,0.00,0.00,3.12,0.0
2020-02-01T04:00,-6.6,60,0.00,0.00,3.33,0.0
2020-02-01T05:00,-6.6,61,0.00,0.00,3.40,0.0
2020-02-01T06:00,-9.9,67,0.00,0.00,2.90,0.0
2020-02-01T07:00,-10.2,68,0.00,0.00,2.41,0.0
2020-02-01T08:00,-10.1,69,0.00,0.00,2.40,0.0
2020-02-01T09:00,-10.9,69,0.00,0.00,2.48,0.0
2020-02-01T10:00,-5.2,55,0.00,0.00,1.98,78.0
2020-02-01T11:00,-4.9,51,0.00,0.00,1.25,252.0
2020-02-01T12:00,-4.6,46,0.00,0.00,1.12,411.0
2020-02-01T13:00,0.5,34,0.00,0.00,1.28,527.0
2020-02-01T14:00,0.9,34,0.00,0.00,1.78,585.0
2020-02-01T15:00,1.2,34,0.00,0.00,2.02,580.0
2020-02-01T16:00,2.9,30,0.00,0.00,2.06,512.0
2020-02-01T17:00,3.1,28,0.00,0.00,1.96,389.0
2020-02-01T18:00,-0.6,37,0.00,0.00,1.81,224.0
2020-02-01T19:00,-2.1,52,0.00,0.00,1.60,53.0
2020-02-01T20:00,-2.0,49,0.00,0.00,1.68,0.0
2020-02-01T21:00,-2.4,50,0.00,0.00,1.61,0.0
2020-02-01T22:00,-4.9,52,0.00,0.00,1.49,0.0
2020-02-01T23:00,-4.8,51,0.00,0.00,1.08,0.0
2020-02-02T00:00,-5.5,49,0.00,0.00,1.20,0.0
2020-02-02T01:00,-7.1,53,0.00,0.00,1.49,0.0
2020-02-02T02:00,-7.0,53,0.00,0.00,1.75,0.0
2020-02-02T03:00,-7.7,53,0.00,0.00,1.77,0.0
2020-02-02T04:00,-10.4,57,0.00,0.00,1.92,0.0
2020-02-02T05:00,-10.7,58,0.00,0.00,2.02,0.0
2020-02-02T06:00,-12.0,62,0.00,0.00,2.16,0.0
2020-02-02T07:00,-12.6,62,0.00,0.00,1.84,0.0
2020-02-02T08:00,-12.7,63,0.00,0.00,1.93,0.0
2020-02-02T09:00,-12.9,64,0.00,0.00,2.24,0.0
2020-02-02T10:00,-7.6,50,0.00,0.00,2.06,82.0
2020-02-02T11:00,-7.6,46,0.00,0.00,1.60,259.0
2020-02-02T12:00,-6.8,42,0.00,0.00,2.06,420.0
2020-02-02T13:00,-0.8,29,0.00,0.00,2.28,537.0
2020-02-02T14:00,-0.1,28,0.00,0.00,2.33,596.0
2020-02-02T15:00,0.6,29,0.00,0.00,2.25,592.0
2020-02-02T16:00,3.2,26,0.00,0.00,2.22,523.0
2020-02-02T17:00,3.5,26,0.00,0.00,2.14,397.0
2020-02-02T18:00,-0.0,33,0.00,0.00,1.79,230.0
2020-02-02T19:00,-1.6,44,0.00,0.00,1.70,57.0
2020-02-02T20:00,-1.7,43,0.00,0.00,1.00,0.0
2020-02-02T21:00,-1.0,38,0.00,0.00,0.71,0.0
2020-02-02T22:00,-2.4,37,0.00,0.00,0.78,0.0
2020-02-02T23:00,-2.6,36,0.00,0.00,0.94,0.0
2020-02-03T00:00,-2.4,36,0.00,0.00,1.14,0.0
2020-02-03T01:00,-4.2,40,0.00,0.00,1.22,0.0
2020-02-03T02:00,-5.2,41,0.00,0.00,1.40,0.0
2020-02-03T03:00,-6.8,46,0.00,0.00,1.60,0.0
2020-02-03T04:00,-7.9,49,0.00,0.00,1.91,0.0
2020-02-03T05:00,-8.2,51,0.00,0.00,2.40,0.0
2020-02-03T06:00,-10.5,56,0.00,0.00,3.14,0.0
2020-02-03T07:00,-11.4,57,0.00,0.00,3.33,0.0
2020-02-03T08:00,-12.0,56,0.00,0.00,3.11,0.0
2020-02-03T09:00,-11.8,54,0.00,0.00,3.28,0.0
2020-02-03T10:00,-4.6,37,0.00,0.00,2.73,81.0
2020-02-03T11:00,-5.2,36,0.00,0.00,2.05,254.0
2020-02-03T12:00,-3.9,34,0.00,0.00,2.44,413.0
2020-02-03T13:00,0.9,27,0.00,0.00,2.82,526.0
2020-02-03T14:00,1.4,28,0.00,0.00,3.20,585.0
2020-02-03T15:00,1.6,30,0.00,0.00,3.51,572.0
2020-02-03T16:00,3.2,28,0.00,0.00,3.70,495.0
2020-02-03T17:00,3.4,27,0.00,0.00,3.71,381.0
2020-02-03T18:00,0.3,33,0.00,0.00,3.35,218.0
2020-02-03T19:00,-0.6,40,0.00,0.00,3.11,56.0
2020-02-03T20:00,-1.5,43,0.00,0.00,3.05,0.0
2020-02-03T21:00,-1.7,43,0.00,0.00,2.64,0.0
2020-02-03T22:00,-4.6,50,0.00,0.00,2.24,0.0
2020-02-03T23:00,-5.5,51,0.00,0.00,1.61,0.0
2020-02-04T00:00,-5.9,51,0.00,0.00,1.39,0.0
