time,temperature_2m,relativehumidity_2m,rain,snowfall,windspeed_10m,shortwave_radiation
2024-01-01T00:00,-5.6,88,0.0,0.0,2.05,0.0
2024-01-01T01:00,-6.1,91,0.0,0.0,2.14,0.0
2024-01-01T02:00,-6.1,90,0.0,0.0,2.08,0.0
2024-01-01T03:00,-6.4,90,0.0,0.0,1.98,0.0
2024-01-01T04:00,-7.2,92,0.0,0.0,2.12,0.0
2024-01-01T05:00,-7.0,91,0.0,0.0,2.19,0.0
2024-01-01T06:00,-6.5,90,0.0,0.0,2.33,0.0
2024-01-01T07:00,-6.4,89,0.0,0.0,2.41,0.0
2024-01-01T08:00,-6.6,89,0.0,0.0,2.55,8.0
2024-01-01T09:00,-6.5,87,0.0,0.0,2.83,110.0
2024-01-01T10:00,-1.8,72,0.0,0.0,3.18,254.0
2024-01-01T11:00,-1.8,71,0.0,0.0,3.41,371.0
2024-01-01T12:00,-1.2,69,0.0,0.0,3.47,438.0
2024-01-01T13:00,0.7,61,0.0,0.0,3.11,431.0
2024-01-01T14:00,0.6,60,0.0,0.0,2.98,336.0
2024-01-01T15:00,0.9,58,0.0,0.0,3.08,274.0
2024-01-01T16:00,0.1,63,0.0,0.0,1.79,142.0
2024-01-01T17:00,-0.6,70,0.0,0.0,2.82,30.0
2024-01-01T18:00,-3.1,84,0.0,0.0,2.64,0.0
2024-01-01T19:00,-2.7,83,0.0,0.0,2.52,0.0
2024-01-01T20:00,-3.0,82,0.0,0.0,2.79,0.0
2024-01-01T21:00,-3.2,83,0.0,0.0,2.62,0.0
2024-01-01T22:00,-3.8,84,0.0,0.0,2.42,0.0
2024-01-01T23:00,-5.2,87,0.0,0.0,2.33,0.0
2024-01-02T00:00,-5.4,87,0.0,0.0,2.38,0.0
2024-01-02T01:00,-5.9,88,0.0,0.0,2.51,0.0
2024-01-02T02:00,-6.3,89,0.0,0.0,2.52,0.0
2024-01-02T03:00,-6.5,89,0.0,0.0,2.32,0.0
2024-01-02T04:00,-7.2,90,0.0,0.0,2.2,0.0
2024-01-02T05:00,-7.4,91,0.0,0.0,2.01,0.0
2024-01-02T06:00,-6.9,91,0.0,0.0,2.02,0.0
2024-01-02T07:00,-6.7,91,0.0,0.0,2.28,0.0
2024-01-02T08:00,-6.4,91,0.0,0.0,2.25,8.0
2024-01-02T09:00,-6.1,91,0.0,0.0,2.34,102.0
2024-01-02T10:00,-1.5,79,0.0,0.0,2.15,241.0
2024-01-02T11:00,-1.4,73,0.0,0.0,2.18,347.0
2024-01-02T12:00,-1.1,70,0.0,0.0,2.16,370.0
2024-01-02T13:00,1.7,62,0.0,0.0,2.42,331.0
2024-01-02T14:00,1.8,61,0.0,0.0,2.71,305.0
2024-01-02T15:00,1.9,61,0.0,0.0,2.7,232.0
2024-01-02T16:00,1.2,66,0.0,0.0,1.73,134.0
2024-01-02T17:00,-0.1,74,0.0,0.0,2.44,34.0
2024-01-02T18:00,-1.5,82,0.0,0.0,2.52,0.0
2024-01-02T19:00,-1.8,84,0.0,0.0,3.1,0.0
2024-01-02T20:00,-1.4,83,0.0,0.0,3.2,0.0
2024-01-02T21:00,-1.3,84,0.0,0.0,3.71,0.0
2024-01-02T22:00,-1.4,83,0.0,0.0,4.08,0.0
2024-01-02T23:00,-2.2,80,0.0,0.0,4.44,0.0
2024-01-03T00:00,-1.5,70,0.0,0.0,4.63,0.0
2024-01-03T01:00,-1.2,59,0.0,0.0,4.74,0.0
2024-01-03T02:00,-1.1,51,0.0,0.0,4.62,0.0
2024-01-03T03:00,-1.0,47,0.0,0.0,4.64,0.0
2024-01-03T04:00,-1.4,45,0.0,0.0,4.5,0.0
2024-01-03T05:00,-1.9,46,0.0,0.0,4.14,0.0
2024-01-03T06:00,-2.7,45,0.0,0.0,4.06,0.0
2024-01-03T07:00,-2.6,45,0.0,0.0,3.66,0.0
2024-01-03T08:00,-3.2,47,0.0,0.0,3.36,9.0
2024-01-03T09:00,-2.0,49,0.0,0.0,3.58,116.0
2024-01-03T10:00,1.9,34,0.0,0.0,3.24,267.0
2024-01-03T11:00,1.8,35,0.0,0.0,3.28,390.0
2024-01-03T12:00,1.9,35,0.0,0.0,3.25,463.0
2024-01-03T13:00,4.6,28,0.0,0.0,2.97,477.0
2024-01-03T14:00,4.6,29,0.0,0.0,2.5,430.0
2024-01-03T15:00,4.9,28,0.0,0.0,2.55,328.0
2024-01-03T16:00,2.8,39,0.0,0.0,2.24,186.0
2024-01-03T17:00,2.5,46,0.0,0.0,3.1,44.0
2024-01-03T18:00,-0.3,57,0.0,0.0,3.75,0.0
2024-01-03T19:00,-0.3,59,0.0,0.0,4.03,0.0
2024-01-03T20:00,-0.5,61,0.0,0.0,4.03,0.0
2024-01-03T21:00,-0.8,63,0.0,0.0,3.85,0.0
2024-01-03T22:00,-1.6,65,0.0,0.0,3.76,0.0
2024-01-03T23:00,-3.2,69,0.0,0.0,3.49,0.0
2024-01-04T00:00,-3.2,68,0.0,0.0,3.31,0.0
2024-01-04T01:00,-3.5,70,0.0,0.0,3.13,0.0
2024-01-04T02:00,-3.6,70,0.0,0.0,3.0,0.0
2024-01-04T03:00,-3.9,72,0.0,0.0,2.73,0.0
2024-01-04T04:00,-4.3,76,0.0,0.0,2.56,0.0
2024-01-04T05:00,-4.3,77,0.0,0.0,2.59,0.0
2024-01-04T06:00,-4.1,81,0.0,0.0,2.31,0.0
2024-01-04T07:00,-4.3,83,0.0,0.0,2.28,0.0
2024-01-04T08:00,-4.3,84,0.0,0.0,2.33,8.0
2024-01-04T09:00,-3.2,81,0.0,0.0,3.06,111.0
2024-01-04T10:00,1.6,66,0.0,0.0,3.09,257.0
2024-01-04T11:00,1.7,66,0.0,0.0,3.14,377.0
2024-01-04T12:00,1.9,63,0.0,0.0,3.1,449.0
2024-01-04T13:00,3.8,53,0.0,0.0,2.96,464.0
2024-01-04T14:00,4.2,50,0.0,0.0,3.1,418.0
2024-01-04T15:00,4.6,47,0.0,0.0,2.85,322.0
2024-01-04T16:00,3.3,54,0.0,0.0,1.9,184.0
2024-01-04T17:00,2.5,64,0.0,0.0,2.75,45.0
2024-01-04T18:00,-0.1,73,0.0,0.0,2.7,0.0
2024-01-04T19:00,-0.1,71,0.0,0.0,3.26,0.0
2024-01-04T20:00,0.0,70,0.0,0.0,3.57,0.0
2024-01-04T21:00,0.3,65,0.0,0.0,3.94,0.0
2024-01-04T22:00,0.6,61,0.0,0.0,4.16,0.0
2024-01-04T23:00,0.1,54,0.0,0.0,4.32,0.0
2024-01-05T00:00,0.6,48,0.0,0.0,4.3,0.0
2024-01-05T01:00,0.2,46,0.0,0.0,4.03,0.0
2024-01-05T02:00,0.1,47,0.0,0.0,3.7,0.0
2024-01-05T03:00,-0.3,48,0.0,0.0,3.16,0.0
2024-01-05T04:00,-2.1,52,0.0,0.0,2.82,0.0
2024-01-05T05:00,-2.4,55,0.0,0.0,2.62,0.0
2024-01-05T06:00,-3.3,60,0.0,0.0,2.3,0.0
2024-01-05T07:00,-3.8,63,0.0,0.0,2.45,0.0
2024-01-05T08:00,-3.7,64,0.0,0.0,1.81,8.0
2024-01-05T09:00,-2.3,56,0.0,0.0,1.8,116.0
2024-01-05T10:00,3.6,41,0.0,0.0,1.22,266.0
2024-01-05T11:00,3.9,37,0.0,0.0,1.03,388.0
2024-01-05T12:00,3.8,38,0.0,0.0,1.43,461.0
2024-01-05T13:00,5.6,31,0.0,0.0,1.94,473.0
2024-01-05T14:00,5.4,33,0.0,0.0,1.99,427.0
2024-01-05T15:00,5.1,35,0.0,0.0,1.87,327.0
2024-01-05T16:00,3.3,43,0.0,0.0,2.11,188.0
2024-01-05T17:00,1.1,65,0.0,0.0,2.84,47.0
2024-01-05T18:00,-2.7,78,0.0,0.0,2.42,0.0
2024-01-05T19:00,-2.5,81,0.0,0.0,2.53,0.0
2024-01-05T20:00,-2.7,83,0.0,0.0,2.58,0.0
2024-01-05T21:00,-2.7,81,0.0,0.0,2.66,0.0
2024-01-05T22:00,-3.1,83,0.0,0.0,2.47,0.0
2024-01-05T23:00,-4.2,84,0.0,0.0,2.52,0.0
2024-01-06T00:00,-4.3,81,0.0,0.0,1.97,0.0
2024-01-06T01:00,-3.6,70,0.0,0.0,2.46,0.0
2024-01-06T02:00,-3.3,67,0.0,0.0,2.88,0.0
2024-01-06T03:00,-2.9,65,0.0,0.0,3.75,0.0
2024-01-06T04:00,-2.7,55,0.0,0.0,5.1,0.0
2024-01-06T05:00,-2.6,49,0.0,0.0,5.8,0.0
2024-01-06T06:00,-2.3,43,0.0,0.0,5.73,0.0
2024-01-06T07:00,-2.5,43,0.0,0.0,5.46,0.0
2024-01-06T08:00,-2.8,43,0.0,0.0,4.97,9.0
2024-01-06T09:00,-3.2,45,0.0,0.0,5.05,119.0
2024-01-06T10:00,0.6,31,0.0,0.0,5.88,272.0
2024-01-06T11:00,0.8,32,0.0,0.0,6.31,397.0
2024-01-06T12:00,0.9,32,0.0,0.0,6.0,472.0
2024-01-06T13:00,1.9,28,0.0,0.0,5.55,487.0
2024-01-06T14:00,2.1,28,0.0,0.0,5.19,442.0
2024-01-06T15:00,2.1,29,0.0,0.0,4.74,340.0
2024-01-06T16:00,0.7,33,0.0,0.0,3.47,198.0
2024-01-06T17:00,0.4,37,0.0,0.0,2.26,51.0
2024-01-06T18:00,-2.5,49,0.0,0.0,2.25,0.0
2024-01-06T19:00,-2.3,48,0.0,0.0,2.28,0.0
2024-01-06T20:00,-2.1,46,0.0,0.0,2.69,0.0
2024-01-06T21:00,-1.9,42,0.0,0.0,3.4,0.0
2024-01-06T22:00,-2.3,41,0.0,0.0,3.89,0.0
2024-01-06T23:00,-4.2,43,0.0,0.0,4.08,0.0
2024-01-07T00:00,-4.7,43,0.0,0.0,3.89,0.0
2024-01-07T01:00,-5.5,44,0.0,0.0,3.85,0.0
2024-01-07T02:00,-5.8,46,0.0,0.0,3.68,0.0
2024-01-07T03:00,-5.9,46,0.0,0.0,3.26,0.0
2024-01-07T04:00,-7.1,48,0.0,0.0,2.91,0.0
2024-01-07T05:00,-6.9,47,0.0,0.0,2.77,0.0
2024-01-07T06:00,-7.8,49,0.0,0.0,2.93,0.0
2024-01-07T07:00,-7.9,50,0.0,0.0,2.3,0.0
2024-01-07T08:00,-7.7,47,0.0,0.0,2.3,9.0
2024-01-07T09:00,-6.7,43,0.0,0.0,2.43,121.0
2024-01-07T10:00,-1.7,30,0.0,0.0,2.15,275.0
2024-01-07T11:00,-1.7,30,0.0,0.0,1.5,402.0
2024-01-07T12:00,-1.9,31,0.0,0.0,1.0,478.0
2024-01-07T13:00,-0.3,26,0.0,0.0,1.06,493.0
2024-01-07T14:00,-0.4,27,0.0,0.0,1.39,447.0
2024-01-07T15:00,-0.4,28,0.0,0.0,1.97,344.0
2024-01-07T16:00,-1.7,35,0.0,0.0,2.39,201.0
2024-01-07T17:00,-1.3,44,0.0,0.0,2.3,52.0
2024-01-07T18:00,-3.7,62,0.0,0.0,2.64,0.0
2024-01-07T19:00,-3.7,64,0.0,0.0,2.56,0.0
2024-01-07T20:00,-3.9,67,0.0,0.0,2.35,0.0
2024-01-07T21:00,-3.7,66,0.0,0.0,2.21,0.0
2024-01-07T22:00,-4.2,68,0.0,0.0,2.4,0.0
2024-01-07T23:00,-5.5,71,0.0,0.0,2.6,0.0
2024-01-08T00:00,-5.6,69,0.0,0.0,2.71,0.0
2024-01-08T01:00,-5.6,69,0.0,0.0,2.7,0.0
2024-01-08T02:00,-5.8,67,0.0,0.0,2.51,0.0
2024-01-08T03:00,-6.1,64,0.0,0.0,2.41,0.0
2024-01-08T04:00,-6.6,65,0.0,0.0,2.43,0.0
2024-01-08T05:00,-6.7,65,0.0,0.0,2.47,0.0
2024-01-08T06:00,-6.3,66,0.0,0.0,2.15,0.0
2024-01-08T07:00,-6.6,65,0.0,0.0,2.1,0.0
2024-01-08T08:00,-6.5,62,0.0,0.0,2.44,8.0
2024-01-08T09:00,-6.0,60,0.0,0.0,2.77,108.0
2024-01-08T10:00,-1.1,46,0.0,0.0,3.05,258.0
2024-01-08T11:00,-0.7,46,0.0,0.0,3.33,384.0
2024-01-08T12:00,-0.2,47,0.0,0.0,3.47,460.0
2024-01-08T13:00,1.8,41,0.0,0.0,3.55,475.0
2024-01-08T14:00,1.8,41,0.0,0.0,3.19,432.0
2024-01-08T15:00,1.8,41,0.0,0.0,2.77,333.0
2024-01-08T16:00,1.0,49,0.0,0.0,1.28,195.0
2024-01-08T17:00,2.0,45,0.0,0.0,1.4,50.0
2024-01-08T18:00,-0.5,56,0.0,0.0,1.53,0.0
2024-01-08T19:00,-1.0,57,0.0,0.0,1.51,0.0
2024-01-08T20:00,-1.3,60,0.0,0.0,1.92,0.0
2024-01-08T21:00,-1.9,64,0.0,0.0,1.92,0.0
2024-01-08T22:00,-2.3,67,0.0,0.0,2.0,0.0
2024-01-08T23:00,-2.5,68,0.0,0.0,1.84,0.0
2024-01-09T00:00,-2.5,66,0.0,0.0,1.93,0.0
2024-01-09T01:00,-3.1,69,0.0,0.0,1.9,0.0
2024-01-09T02:00,-3.4,70,0.0,0.0,2.25,0.0
2024-01-09T03:00,-3.4,70,0.0,0.0,1.94,0.0
2024-01-09T04:00,-2.8,67,0.0,0.0,1.91,0.0
2024-01-09T05:00,-2.6,65,0.0,0.0,2.42,0.0
2024-01-09T06:00,-2.1,56,0.0,0.0,2.86,0.0
2024-01-09T07:00,-1.2,52,0.0,0.0,3.33,0.0
2024-01-09T08:00,-0.6,50,0.0,0.0,3.69,5.0
2024-01-09T09:00,-0.5,48,0.0,0.0,4.12,71.0
2024-01-09T10:00,1.3,40,0.0,0.0,4.7,167.0
2024-01-09T11:00,0.8,43,0.0,0.0,4.81,266.0
2024-01-09T12:00,0.6,44,0.0,0.0,4.55,349.0
2024-01-09T13:00,1.6,42,0.0,0.0,3.92,357.0
2024-01-09T14:00,1.5,43,0.0,0.0,2.97,324.0
2024-01-09T15:00,1.3,44,0.0,0.0,1.8,327.0
2024-01-09T16:00,0.6,45,0.0,0.0,0.6,198.0
2024-01-09T17:00,-0.1,54,0.0,0.0,1.51,54.0
2024-01-09T18:00,-3.7,76,0.0,0.0,2.06,0.0
2024-01-09T19:00,-2.8,75,0.0,0.0,1.99,0.0
2024-01-09T20:00,-2.6,74,0.0,0.0,2.25,0.0
2024-01-09T21:00,-2.6,76,0.0,0.0,2.2,0.0
2024-01-09T22:00,-3.2,76,0.0,0.0,2.42,0.0
2024-01-09T23:00,-4.9,80,0.0,0.0,2.6,0.0
2024-01-10T00:00,-4.9,79,0.0,0.0,2.62,0.0
2024-01-10T01:00,-5.2,78,0.0,0.0,2.65,0.0
2024-01-10T02:00,-5.3,77,0.0,0.0,2.61,0.0
2024-01-10T03:00,-5.4,77,0.0,0.0,2.6,0.0
2024-01-10T04:00,-6.9,80,0.0,0.0,2.6,0.0
2024-01-10T05:00,-7.0,80,0.0,0.0,2.4,0.0
2024-01-10T06:00,-7.5,79,0.0,0.0,2.41,0.0
2024-01-10T07:00,-7.7,80,0.0,0.0,2.32,0.0
2024-01-10T08:00,-7.6,80,0.0,0.0,2.47,9.0
2024-01-10T09:00,-6.6,80,0.0,0.0,2.86,121.0
2024-01-10T10:00,-0.9,61,0.0,0.0,3.41,275.0
2024-01-10T11:00,-0.4,62,0.0,0.0,4.11,401.0
2024-01-10T12:00,0.2,60,0.0,0.0,4.84,477.0
2024-01-10T13:00,3.4,47,0.0,0.0,5.34,494.0
2024-01-10T14:00,3.5,44,0.0,0.0,5.61,449.0
2024-01-10T15:00,3.6,43,0.0,0.0,5.66,347.0
2024-01-10T16:00,2.7,49,0.0,0.0,4.75,205.0
2024-01-10T17:00,2.9,49,0.0,0.0,4.4,57.0
2024-01-10T18:00,0.8,58,0.0,0.0,4.05,0.0
2024-01-10T19:00,0.6,58,0.0,0.0,3.89,0.0
2024-01-10T20:00,0.4,58,0.0,0.0,3.89,0.0
2024-01-10T21:00,0.2,59,0.0,0.0,3.96,0.0
2024-01-10T22:00,-0.0,62,0.0,0.0,3.82,0.0
2024-01-10T23:00,-1.7,71,0.0,0.0,3.61,0.0
2024-01-11T00:00,-1.5,71,0.0,0.0,3.55,0.0
2024-01-11T01:00,-2.2,75,0.0,0.0,3.5,0.0
2024-01-11T02:00,-2.1,75,0.0,0.0,3.66,0.0
2024-01-11T03:00,-1.9,75,0.0,0.0,3.74,0.0
2024-01-11T04:00,-2.3,79,0.0,0.0,3.4,0.0
2024-01-11T05:00,-2.5,80,0.0,0.0,2.94,0.0
2024-01-11T06:00,-3.6,84,0.0,0.0,2.38,0.0
2024-01-11T07:00,-3.8,85,0.0,0.0,2.33,0.0
2024-01-11T08:00,-3.8,85,0.0,0.0,2.2,9.0
2024-01-11T09:00,-3.8,84,0.0,0.0,2.4,116.0
2024-01-11T10:00,2.0,63,0.0,0.0,2.41,266.0
2024-01-11T11:00,2.2,59,0.0,0.0,1.87,390.0
2024-01-11T12:00,2.9,54,0.0,0.0,1.49,465.0
2024-01-11T13:00,6.8,41,0.0,0.0,1.52,483.0
2024-01-11T14:00,7.3,40,0.0,0.0,1.6,440.0
2024-01-11T15:00,7.3,40,0.0,0.0,1.89,342.0
2024-01-11T16:00,5.1,51,0.0,0.0,1.89,202.0
2024-01-11T17:00,3.6,60,0.0,0.0,3.09,57.0
2024-01-11T18:00,-0.0,73,0.0,0.0,2.69,0.0
2024-01-11T19:00,0.3,71,0.0,0.0,2.78,0.0
2024-01-11T20:00,-0.3,74,0.0,0.0,2.84,0.0
2024-01-11T21:00,0.7,71,0.0,0.0,2.53,0.0
2024-01-11T22:00,0.5,75,0.0,0.0,2.42,0.0
2024-01-11T23:00,-1.5,82,0.0,0.0,2.78,0.0
2024-01-12T00:00,-1.6,84,0.0,0.0,3.09,0.0
2024-01-12T01:00,-2.4,87,0.0,0.0,3.05,0.0
2024-01-12T02:00,-2.8,89,0.0,0.0,2.92,0.0
2024-01-12T03:00,-2.6,89,0.0,0.0,2.77,0.0
2024-01-12T04:00,-3.3,90,0.0,0.0,2.58,0.0
2024-01-12T05:00,-3.2,90,0.0,0.0,2.83,0.0
2024-01-12T06:00,-3.8,94,0.0,0.0,2.75,0.0
2024-01-12T07:00,-4.0,95,0.0,0.0,2.47,0.0
2024-01-12T08:00,-3.4,95,0.0,0.0,2.06,9.0
2024-01-12T09:00,-2.2,93,0.0,0.0,2.0,117.0
2024-01-12T10:00,3.6,71,0.0,0.0,2.24,267.0
2024-01-12T11:00,3.2,66,0.0,0.0,2.62,392.0
2024-01-12T12:00,3.4,63,0.0,0.0,2.66,467.0
2024-01-12T13:00,5.9,51,0.0,0.0,2.33,485.0
2024-01-12T14:00,6.2,50,0.0,0.0,1.63,443.0
2024-01-12T15:00,6.3,49,0.0,0.0,1.08,346.0
2024-01-12T16:00,5.1,50,0.0,0.0,0.14,208.0
2024-01-12T17:00,3.7,59,0.0,0.0,0.58,61.0
2024-01-12T18:00,0.5,73,0.0,0.0,0.2,0.0
2024-01-12T19:00,0.5,77,0.0,0.0,0.22,0.0
2024-01-12T20:00,-0.1,81,0.0,0.0,0.81,0.0
2024-01-12T21:00,-1.3,87,0.0,0.0,2.2,0.0
2024-01-12T22:00,-2.2,91,0.0,0.0,2.43,0.0
2024-01-12T23:00,-3.2,94,0.0,0.0,2.2,0.0
2024-01-13T00:00,-3.1,94,0.0,0.0,2.2,0.0
2024-01-13T01:00,-2.9,93,0.0,0.0,2.3,0.0
2024-01-13T02:00,-2.0,91,0.0,0.0,3.01,0.0
2024-01-13T03:00,-1.6,90,0.0,0.0,3.82,0.0
2024-01-13T04:00,-1.6,89,0.0,0.0,4.4,0.0
2024-01-13T05:00,-1.1,91,0.0,0.0,4.7,0.0
2024-01-13T06:00,-0.8,93,0.0,0.0,5.0,0.0
2024-01-13T07:00,-0.9,91,0.0,0.0,5.5,0.0
2024-01-13T08:00,-1.2,89,0.0,0.0,5.23,9.0
2024-01-13T09:00,-1.0,87,0.0,0.0,5.15,113.0
2024-01-13T10:00,1.6,74,0.0,0.0,5.7,259.0
2024-01-13T11:00,1.3,72,0.0,0.0,5.54,388.0
2024-01-13T12:00,1.2,70,0.0,0.0,5.02,464.0
2024-01-13T13:00,3.3,66,0.0,0.0,4.43,480.0
2024-01-13T14:00,2.9,67,0.0,0.0,3.77,440.0
2024-01-13T15:00,2.7,69,0.0,0.0,3.34,336.0
2024-01-13T16:00,1.1,78,0.0,0.0,2.81,197.0
2024-01-13T17:00,0.3,85,0.0,0.0,2.18,59.0
2024-01-13T18:00,-0.4,86,0.0,0.0,1.98,0.0
2024-01-13T19:00,0.0,84,0.0,0.0,1.8,0.0
2024-01-13T20:00,-0.7,84,0.0,0.0,1.94,0.0
2024-01-13T21:00,-0.7,83,0.0,0.0,1.8,0.0
2024-01-13T22:00,-1.2,87,0.0,0.0,2.15,0.0
2024-01-13T23:00,-1.5,85,0.0,0.0,3.0,0.0
2024-01-14T00:00,-1.4,82,0.0,0.0,3.55,0.0
2024-01-14T01:00,-1.3,74,0.0,0.0,3.94,0.0
2024-01-14T02:00,-1.4,74,0.0,0.0,5.77,0.0
2024-01-14T03:00,-0.6,68,0.0,0.0,7.5,0.0
2024-01-14T04:00,-0.8,51,0.0,0.0,7.91,0.0
2024-01-14T05:00,-0.9,46,0.0,0.0,7.43,0.0
2024-01-14T06:00,-2.3,36,0.0,0.0,6.05,0.0
2024-01-14T07:00,-2.4,37,0.0,0.0,6.0,0.0
2024-01-14T08:00,-2.3,37,0.0,0.0,6.08,10.0
2024-01-14T09:00,-2.3,36,0.0,0.0,5.93,128.0
2024-01-14T10:00,0.5,22,0.0,0.0,6.4,290.0
2024-01-14T11:00,0.6,23,0.0,0.0,5.43,424.0
2024-01-14T12:00,0.6,23,0.0,0.0,4.31,506.0
2024-01-14T13:00,1.8,19,0.0,0.0,3.61,527.0
2024-01-14T14:00,1.8,19,0.0,0.0,3.18,484.0
2024-01-14T15:00,1.9,18,0.0,0.0,2.94,381.0
2024-01-14T16:00,0.9,19,0.0,0.0,2.38,234.0
2024-01-14T17:00,-0.4,26,0.0,0.0,3.02,73.0
2024-01-14T18:00,-4.5,44,0.0,0.0,2.9,0.0
2024-01-14T19:00,-4.1,42,0.0,0.0,2.84,0.0
2024-01-14T20:00,-3.7,39,0.0,0.0,2.21,0.0
2024-01-14T21:00,-4.2,41,0.0,0.0,1.96,0.0
2024-01-14T22:00,-5.0,45,0.0,0.0,1.9,0.0
2024-01-14T23:00,-5.8,46,0.0,0.0,2.01,0.0
2024-01-15T00:00,-5.4,42,0.0,0.0,2.21,0.0
2024-01-15T01:00,-6.2,43,0.0,0.0,2.33,0.0
2024-01-15T02:00,-6.4,42,0.0,0.0,2.45,0.0
2024-01-15T03:00,-6.3,41,0.0,0.0,2.63,0.0
2024-01-15T04:00,-7.5,46,0.0,0.0,2.52,0.0
2024-01-15T05:00,-7.4,45,0.0,0.0,2.32,0.0
2024-01-15T06:00,-7.0,46,0.0,0.0,2.11,0.0
2024-01-15T07:00,-7.2,47,0.0,0.0,2.21,0.0
2024-01-15T08:00,-6.9,45,0.0,0.0,2.73,10.0
2024-01-15T09:00,-6.1,43,0.0,0.0,3.21,129.0
2024-01-15T10:00,-0.1,32,0.0,0.0,3.54,288.0
2024-01-15T11:00,0.5,32,0.0,0.0,4.22,418.0
2024-01-15T12:00,0.6,30,0.0,0.0,4.62,497.0
2024-01-15T13:00,3.3,26,0.0,0.0,4.55,516.0
2024-01-15T14:00,3.4,27,0.0,0.0,4.31,474.0
2024-01-15T15:00,3.6,27,0.0,0.0,3.89,373.0
2024-01-15T16:00,2.4,32,0.0,0.0,2.41,229.0
2024-01-15T17:00,1.3,38,0.0,0.0,2.94,73.0
2024-01-15T18:00,-3.0,58,0.0,0.0,2.48,0.0
2024-01-15T19:00,-3.1,61,0.0,0.0,2.3,0.0
2024-01-15T20:00,-3.7,65,0.0,0.0,2.33,0.0
2024-01-15T21:00,-3.7,65,0.0,0.0,2.37,0.0
2024-01-15T22:00,-4.0,67,0.0,0.0,2.3,0.0
2024-01-15T23:00,-4.6,67,0.0,0.0,2.42,0.0
2024-01-16T00:00,-4.7,65,0.0,0.0,2.2,0.0
2024-01-16T01:00,-5.0,67,0.0,0.0,2.2,0.0
2024-01-16T02:00,-5.2,68,0.0,0.0,2.08,0.0
2024-01-16T03:00,-5.6,70,0.0,0.0,2.2,0.0
2024-01-16T04:00,-6.2,74,0.0,0.0,2.28,0.0
2024-01-16T05:00,-6.2,75,0.0,0.0,2.12,0.0
2024-01-16T06:00,-5.3,72,0.0,0.0,2.16,0.0
2024-01-16T07:00,-5.5,74,0.0,0.0,2.26,0.0
2024-01-16T08:00,-4.6,71,0.0,0.0,2.34,9.0
2024-01-16T09:00,-3.1,68,0.0,0.0,2.68,87.0
2024-01-16T10:00,-0.3,53,0.0,0.0,2.75,146.0
2024-01-16T11:00,0.5,51,0.0,0.0,3.11,357.0
2024-01-16T12:00,1.1,57,0.0,0.0,3.06,453.0
2024-01-16T13:00,3.0,59,0.0,0.0,3.02,413.0
2024-01-16T14:00,3.1,63,0.0,0.0,3.0,372.0
2024-01-16T15:00,3.0,66,0.0,0.0,2.77,256.0
2024-01-16T16:00,2.3,74,0.0,0.0,2.2,133.0
2024-01-16T17:00,0.8,83,0.0,0.0,2.62,65.0
2024-01-16T18:00,-0.3,89,0.0,0.0,2.79,0.0
2024-01-16T19:00,0.3,87,0.0,0.0,2.06,0.0
2024-01-16T20:00,1.0,86,0.0,0.0,1.84,0.0
2024-01-16T21:00,1.1,86,0.0,0.0,1.75,0.0
2024-01-16T22:00,1.0,86,0.0,0.0,1.86,0.0
2024-01-16T23:00,-0.3,89,0.0,0.0,1.84,0.0
2024-01-17T00:00,-0.1,88,0.0,0.0,1.7,0.0
2024-01-17T01:00,0.1,88,0.0,0.0,1.53,0.0
2024-01-17T02:00,-0.2,89,0.0,0.0,1.61,0.0
2024-01-17T03:00,0.3,85,0.0,0.0,1.73,0.0
2024-01-17T04:00,0.1,87,0.0,0.0,1.46,0.0
2024-01-17T05:00,0.0,87,0.0,0.0,1.17,0.0
2024-01-17T06:00,0.1,88,0.0,0.07,0.45,0.0
2024-01-17T07:00,-0.0,89,0.0,0.14,0.57,0.0
2024-01-17T08:00,-0.0,90,0.0,0.14,0.14,4.0
2024-01-17T09:00,-0.2,91,0.0,0.14,0.8,53.0
2024-01-17T10:00,0.8,90,0.0,0.07,0.9,124.0
2024-01-17T11:00,0.1,94,0.0,0.07,0.3,104.0
2024-01-17T12:00,0.1,93,0.0,0.14,0.32,134.0
2024-01-17T13:00,0.4,93,0.0,0.28,0.6,134.0
2024-01-17T14:00,0.3,93,0.0,0.28,0.94,134.0
2024-01-17T15:00,0.4,91,0.1,0.0,1.25,252.0
2024-01-17T16:00,0.8,89,0.0,0.0,1.08,157.0
2024-01-17T17:00,1.4,87,0.0,0.0,1.68,50.0
2024-01-17T18:00,0.5,92,0.0,0.0,1.66,0.0
2024-01-17T19:00,0.8,90,0.0,0.0,1.56,0.0
2024-01-17T20:00,1.2,89,0.0,0.0,1.64,0.0
2024-01-17T21:00,1.4,88,0.0,0.0,1.28,0.0
2024-01-17T22:00,0.6,92,0.0,0.0,1.36,0.0
2024-01-17T23:00,-1.2,95,0.0,0.0,1.5,0.0
2024-01-18T00:00,-1.4,96,0.0,0.0,1.66,0.0
2024-01-18T01:00,-1.7,96,0.0,0.0,1.8,0.0
2024-01-18T02:00,-1.5,94,0.0,0.0,2.22,0.0
2024-01-18T03:00,-1.1,91,0.0,0.0,2.86,0.0
2024-01-18T04:00,-1.6,88,0.0,0.0,3.38,0.0
2024-01-18T05:00,-2.0,83,0.0,0.0,3.49,0.0
