latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
39.0,117.25,7.0,28800,Asia/Shanghai,GMT+8

time,temperature_2m (°C),precipitation (mm),rain (mm),snowfall (cm),windspeed_10m (m/s),winddirection_10m (°),windgusts_10m (m/s),shortwave_radiation (W/m²)
2025-01-01T00:00,-1.6,0.00,0.00,0.00,0.34,297,1.70,0.0
2025-01-01T01:00,-3.7,0.00,0.00,0.00,1.46,38,2.60,0.0
2025-01-01T02:00,-4.2,0.00,0.00,0.00,2.38,51,3.20,0.0
2025-01-01T03:00,-4.3,0.00,0.00,0.00,2.13,60,3.10,0.0
2025-01-01T04:00,-4.4,0.00,0.00,0.00,2.19,66,3.40,0.0
2025-01-01T05:00,-3.8,0.00,0.00,0.00,2.57,66,4.10,0.0
2025-01-01T06:00,-3.2,0.00,0.00,0.00,3.09,63,4.90,0.0
2025-01-01T07:00,-3.0,0.00,0.00,0.00,3.24,63,5.10,0.0
2025-01-01T08:00,-2.8,0.00,0.00,0.00,3.20,61,5.20,8.0
2025-01-01T09:00,-2.3,0.00,0.00,0.00,3.51,64,6.20,109.0
2025-01-01T10:00,4.2,0.00,0.00,0.00,3.59,69,7.00,248.0
2025-01-01T11:00,4.4,0.00,0.00,0.00,3.92,76,7.90,369.0
2025-01-01T12:00,4.4,0.00,0.00,0.00,4.24,83,8.20,421.0
2025-01-01T13:00,6.5,0.00,0.00,0.00,4.46,86,8.30,431.0
2025-01-01T14:00,6.3,0.00,0.00,0.00,4.55,89,8.20,373.0
2025-01-01T15:00,5.8,0.00,0.00,0.00,4.30,87,8.20,263.0
2025-01-01T16:00,3.9,0.00,0.00,0.00,3.46,85,6.40,141.0
2025-01-01T17:00,3.3,0.00,0.00,0.00,2.89,81,4.80,36.0
2025-01-01T18:00,-0.0,0.00,0.00,0.00,2.76,86,4.40,0.0
2025-01-01T19:00,-0.3,0.00,0.00,0.00,2.60,88,4.20,0.0
2025-01-01T20:00,-0.0,0.00,0.00,0.00,2.33,81,3.80,0.0
2025-01-01T21:00,-0.4,0.00,0.00,0.00,2.30,66,3.50,0.0
2025-01-01T22:00,-0.7,0.00,0.00,0.00,2.20,51,3.10,0.0
2025-01-01T23:00,-2.6,0.00,0.00,0.00,1.99,39,2.70,0.0
2025-01-02T00:00,-3.3,0.00,0.00,0.00,1.79,23,2.80,0.0
2025-01-02T01:00,-3.7,0.00,0.00,0.00,1.93,10,3.20,0.0
2025-01-02T02:00,-3.2,0.00,0.00,0.00,2.25,3,4.00,0.0
2025-01-02T03:00,-2.8,0.00,0.00,0.00,2.76,356,4.50,0.0
2025-01-02T04:00,-3.4,0.00,0.00,0.00,3.52,354,5.80,0.0
2025-01-02T05:00,-3.5,0.00,0.00,0.00,4.00,359,6.70,0.0
2025-01-02T06:00,-4.4,0.00,0.00,0.00,3.95,2,7.10,0.0
2025-01-02T07:00,-4.3,0.00,0.00,0.00,3.98,7,7.00,0.0
2025-01-02T08:00,-4.4,0.00,0.00,0.00,3.77,11,6.70,8.0
2025-01-02T09:00,-3.9,0.00,0.00,0.00,3.65,13,6.60,114.0
2025-01-02T10:00,2.2,0.00,0.00,0.00,3.34,22,6.50,265.0
2025-01-02T11:00,2.6,0.00,0.00,0.00,2.98,29,6.50,389.0
2025-01-02T12:00,2.7,0.00,0.00,0.00,2.31,30,6.10,463.0
2025-01-02T13:00,4.0,0.00,0.00,0.00,1.68,27,5.30,478.0
2025-01-02T14:00,4.0,0.00,0.00,0.00,1.03,23,4.20,431.0
2025-01-02T15:00,4.0,0.00,0.00,0.00,0.45,333,2.80,330.0
2025-01-02T16:00,2.4,0.00,0.00,0.00,0.94,245,1.10,189.0
2025-01-02T17:00,2.3,0.00,0.00,0.00,1.98,225,2.30,45.0
2025-01-02T18:00,-2.2,0.00,0.00,0.00,2.63,213,3.40,0.0
2025-01-02T19:00,-2.2,0.00,0.00,0.00,2.49,210,3.50,0.0
2025-01-02T20:00,-1.8,0.00,0.00,0.00,2.79,216,3.80,0.0
2025-01-02T21:00,-2.1,0.00,0.00,0.00,2.87,227,4.10,0.0
2025-01-02T22:00,-2.7,0.00,0.00,0.00,2.97,237,4.10,0.0
2025-01-02T23:00,-4.0,0.00,0.00,0.00,2.86,251,3.90,0.0
2025-01-03T00:00,-4.0,0.00,0.00,0.00,2.87,264,3.80,0.0
2025-01-03T01:00,-4.4,0.00,0.00,0.00,2.77,277,3.60,0.0
2025-01-03T02:00,-4.8,0.00,0.00,0.00,2.47,291,3.40,0.0
2025-01-03T03:00,-5.1,0.00,0.00,0.00,2.42,308,3.60,0.0
2025-01-03T04:00,-6.1,0.00,0.00,0.00,2.18,328,3.00,0.0
2025-01-03T05:00,-5.2,0.00,0.00,0.00,2.07,345,2.70,0.0
2025-01-03T06:00,-6.1,0.00,0.00,0.00,0.93,16,1.90,0.0
2025-01-03T07:00,-5.7,0.00,0.00,0.00,0.52,253,1.20,0.0
2025-01-03T08:00,-6.9,0.00,0.00,0.00,0.96,219,1.30,8.0
2025-01-03T09:00,-4.4,0.00,0.00,0.00,1.88,220,3.90,114.0
2025-01-03T10:00,2.1,0.00,0.00,0.00,1.88,222,4.60,265.0
2025-01-03T11:00,2.4,0.00,0.00,0.00,2.00,217,5.10,389.0
2025-01-03T12:00,2.8,0.00,0.00,0.00,2.33,215,5.50,463.0
2025-01-03T13:00,5.8,0.00,0.00,0.00,2.80,223,6.10,479.0
2025-01-03T14:00,6.0,0.00,0.00,0.00,3.21,233,6.30,433.0
2025-01-03T15:00,6.1,0.00,0.00,0.00,3.21,239,6.20,332.0
2025-01-03T16:00,4.4,0.00,0.00,0.00,1.82,238,3.50,191.0
2025-01-03T17:00,3.2,0.00,0.00,0.00,3.23,235,4.20,47.0
2025-01-03T18:00,-0.9,0.00,0.00,0.00,2.84,242,4.20,0.0
2025-01-03T19:00,-1.6,0.00,0.00,0.00,2.70,236,3.90,0.0
2025-01-03T20:00,-2.2,0.00,0.00,0.00,2.68,233,3.70,0.0
2025-01-03T21:00,-2.4,0.00,0.00,0.00,2.34,230,3.50,0.0
2025-01-03T22:00,-2.9,0.00,0.00,0.00,2.16,228,3.40,0.0
2025-01-03T23:00,-3.5,0.00,0.00,0.00,2.33,225,3.80,0.0
2025-01-04T00:00,-3.8,0.00,0.00,0.00,2.48,222,3.90,0.0
2025-01-04T01:00,-4.6,0.00,0.00,0.00,2.48,223,3.90,0.0
2025-01-04T02:00,-4.7,0.00,0.00,0.00,2.44,223,3.90,0.0
2025-01-04T03:00,-4.6,0.00,0.00,0.00,2.30,224,3.60,0.0
2025-01-04T04:00,-5.4,0.00,0.00,0.00,2.19,227,3.40,0.0
2025-01-04T05:00,-5.5,0.00,0.00,0.00,2.02,226,3.20,0.0
2025-01-04T06:00,-6.0,0.00,0.00,0.00,2.02,226,3.10,0.0
2025-01-04T07:00,-6.0,0.00,0.00,0.00,2.09,230,3.40,0.0
2025-01-04T08:00,-5.7,0.00,0.00,0.00,2.31,231,3.80,8.0
2025-01-04T09:00,-4.7,0.00,0.00,0.00,2.43,233,4.80,111.0
2025-01-04T10:00,1.7,0.00,0.00,0.00,2.20,240,5.10,258.0
2025-01-04T11:00,2.1,0.00,0.00,0.00,2.24,246,5.40,381.0
2025-01-04T12:00,2.7,0.00,0.00,0.00,2.09,253,5.40,455.0
2025-01-04T13:00,6.1,0.00,0.00,0.00,1.92,261,5.00,471.0
2025-01-04T14:00,6.5,0.00,0.00,0.00,1.82,262,4.50,427.0
2025-01-04T15:00,6.6,0.00,0.00,0.00,1.84,257,4.00,312.0
2025-01-04T16:00,5.3,0.00,0.00,0.00,2.26,245,2.30,183.0
2025-01-04T17:00,5.4,0.00,0.00,0.00,2.82,237,3.30,47.0
2025-01-04T18:00,0.5,0.00,0.00,0.00,3.04,234,3.60,0.0
2025-01-04T19:00,0.3,0.00,0.00,0.00,2.72,223,3.80,0.0
2025-01-04T20:00,0.6,0.00,0.00,0.00,2.49,218,3.40,0.0
2025-01-04T21:00,0.3,0.00,0.00,0.00,2.34,214,3.50,0.0
2025-01-04T22:00,0.1,0.00,0.00,0.00,2.73,215,4.10,0.0
2025-01-04T23:00,-1.5,0.00,0.00,0.00,2.90,212,4.30,0.0
2025-01-05T00:00,-1.4,0.00,0.00,0.00,3.02,219,4.40,0.0
2025-01-05T01:00,-1.9,0.00,0.00,0.00,2.95,231,4.30,0.0
2025-01-05T02:00,-2.3,0.00,0.00,0.00,2.69,246,3.70,0.0
2025-01-05T03:00,-2.7,0.00,0.00,0.00,2.29,259,3.30,0.0
2025-01-05T04:00,-3.6,0.00,0.00,0.00,2.06,266,2.80,0.0
2025-01-05T05:00,-3.3,0.00,0.00,0.00,2.05,271,2.60,0.0
2025-01-05T06:00,-4.5,0.00,0.00,0.00,1.75,270,2.40,0.0
2025-01-05T07:00,-4.1,0.00,0.00,0.00,1.87,290,2.40,0.0
2025-01-05T08:00,-4.3,0.00,0.00,0.00,1.63,310,2.20,8.0
2025-01-05T09:00,-2.8,0.00,0.00,0.00,1.43,324,3.70,111.0
2025-01-05T10:00,4.3,0.00,0.00,0.00,0.95,342,4.20,257.0
2025-01-05T11:00,4.9,0.00,0.00,0.00,1.12,350,4.60,379.0
2025-01-05T12:00,5.5,0.00,0.00,0.00,1.83,349,5.10,432.0
2025-01-05T13:00,8.0,0.00,0.00,0.00,2.74,345,6.10,463.0
2025-01-05T14:00,8.2,0.00,0.00,0.00,3.23,338,7.20,426.0
2025-01-05T15:00,8.4,0.00,0.00,0.00,3.42,333,6.70,330.0
2025-01-05T16:00,6.2,0.00,0.00,0.00,2.31,338,4.30,189.0
2025-01-05T17:00,5.6,0.00,0.00,0.00,2.92,353,3.80,48.0
2025-01-05T18:00,1.8,0.00,0.00,0.00,2.65,3,3.90,0.0
2025-01-05T19:00,2.3,0.00,0.00,0.00,2.76,348,4.40,0.0
2025-01-05T20:00,2.8,0.00,0.00,0.00,3.65,324,6.70,0.0
2025-01-05T21:00,3.0,0.00,0.00,0.00,5.30,328,10.10,0.0
2025-01-05T22:00,2.6,0.00,0.00,0.00,5.83,338,11.40,0.0
2025-01-05T23:00,0.4,0.00,0.00,0.00,5.76,344,10.90,0.0
2025-01-06T00:00,0.2,0.00,0.00,0.00,5.36,346,10.40,0.0
2025-01-06T01:00,-0.4,0.00,0.00,0.00,5.06,346,9.90,0.0
2025-01-06T02:00,-0.4,0.00,0.00,0.00,4.62,344,9.00,0.0
2025-01-06T03:00,-0.9,0.00,0.00,0.00,4.38,341,7.40,0.0
2025-01-06T04:00,-2.3,0.00,0.00,0.00,4.05,340,6.80,0.0
2025-01-06T05:00,-2.3,0.00,0.00,0.00,3.72,336,6.30,0.0
2025-01-06T06:00,-3.3,0.00,0.00,0.00,3.58,332,6.10,0.0
2025-01-06T07:00,-3.0,0.00,0.00,0.00,3.54,327,5.90,0.0
2025-01-06T08:00,-3.2,0.00,0.00,0.00,3.74,322,6.20,8.0
2025-01-06T09:00,-2.9,0.00,0.00,0.00,4.03,316,7.20,115.0
2025-01-06T10:00,2.8,0.00,0.00,0.00,4.63,315,8.80,267.0
2025-01-06T11:00,2.9,0.00,0.00,0.00,5.34,313,10.10,393.0
2025-01-06T12:00,3.2,0.00,0.00,0.00,5.66,308,10.50,468.0
2025-01-06T13:00,5.3,0.00,0.00,0.00,5.91,304,10.90,484.0
2025-01-06T14:00,5.6,0.00,0.00,0.00,5.87,301,10.70,440.0
2025-01-06T15:00,5.6,0.00,0.00,0.00,5.74,303,10.50,342.0
2025-01-06T16:00,4.7,0.00,0.00,0.00,4.29,306,7.80,200.0
2025-01-06T17:00,4.4,0.00,0.00,0.00,2.50,286,4.20,53.0
2025-01-06T18:00,1.6,0.00,0.00,0.00,3.04,256,4.80,0.0
2025-01-06T19:00,1.2,0.00,0.00,0.00,3.46,250,5.50,0.0
2025-01-06T20:00,0.9,0.00,0.00,0.00,3.71,244,5.50,0.0
2025-01-06T21:00,1.0,0.00,0.00,0.00,3.92,247,5.10,0.0
2025-01-06T22:00,0.2,0.00,0.00,0.00,3.91,257,4.60,0.0
2025-01-06T23:00,-2.1,0.00,0.00,0.00,3.70,272,4.00,0.0
2025-01-07T00:00,-2.6,0.00,0.00,0.00,3.72,290,4.00,0.0
2025-01-07T01:00,-3.0,0.00,0.00,0.00,3.68,301,4.30,0.0
2025-01-07T02:00,-2.3,0.00,0.00,0.00,3.89,312,5.10,0.0
2025-01-07T03:00,-1.5,0.00,0.00,0.00,4.10,317,6.80,0.0
2025-01-07T04:00,-1.5,0.00,0.00,0.00,4.05,320,6.70,0.0
2025-01-07T05:00,-1.5,0.00,0.00,0.00,3.69,319,6.10,0.0
2025-01-07T06:00,-1.9,0.00,0.00,0.00,2.98,310,5.50,0.0
2025-01-07T07:00,-2.2,0.00,0.00,0.00,2.73,298,4.70,0.0
2025-01-07T08:00,-2.2,0.00,0.00,0.00,2.52,284,4.20,8.0
2025-01-07T09:00,-1.3,0.00,0.00,0.00,2.95,269,5.30,114.0
2025-01-07T10:00,4.7,0.00,0.00,0.00,3.30,268,6.00,265.0
2025-01-07T11:00,5.1,0.00,0.00,0.00,4.68,277,8.10,390.0
2025-01-07T12:00,5.2,0.00,0.00,0.00,6.57,297,10.90,466.0
2025-01-07T13:00,6.4,0.00,0.00,0.00,6.45,304,11.50,483.0
2025-01-07T14:00,6.3,0.00,0.00,0.00,7.00,309,11.40,438.0
2025-01-07T15:00,6.2,0.00,0.00,0.00,6.49,305,11.60,312.0
2025-01-07T16:00,4.9,0.00,0.00,0.00,4.10,304,7.30,145.0
2025-01-07T17:00,4.1,0.00,0.00,0.00,2.71,295,3.10,51.0
2025-01-07T18:00,2.6,0.00,0.00,0.00,1.77,220,2.00,0.0
2025-01-07T19:00,2.2,0.00,0.00,0.00,2.11,187,1.50,0.0
2025-01-07T20:00,1.1,0.00,0.00,0.00,0.91,261,2.30,0.0
2025-01-07T21:00,2.3,0.00,0.00,0.00,2.89,14,6.70,0.0
2025-01-07T22:00,2.4,0.00,0.00,0.00,4.95,20,9.40,0.0
2025-01-07T23:00,1.4,0.10,0.00,0.07,4.72,21,7.30,0.0
2025-01-08T00:00,0.7,0.00,0.00,0.00,3.37,15,6.10,0.0
2025-01-08T01:00,-0.7,0.00,0.00,0.00,3.00,3,6.70,0.0
2025-01-08T02:00,-1.1,0.00,0.00,0.00,3.57,354,7.80,0.0
2025-01-08T03:00,-1.2,0.00,0.00,0.00,4.34,352,7.50,0.0
2025-01-08T04:00,-2.5,0.00,0.00,0.00,5.07,355,8.80,0.0
2025-01-08T05:00,-2.6,0.00,0.00,0.00,5.78,354,9.90,0.0
2025-01-08T06:00,-3.9,0.00,0.00,0.00,5.69,347,10.60,0.0
2025-01-08T07:00,-4.1,0.00,0.00,0.00,6.00,345,10.60,0.0
2025-01-08T08:00,-4.4,0.00,0.00,0.00,6.20,347,10.70,8.0
2025-01-08T09:00,-4.2,0.00,0.00,0.00,7.08,349,12.60,118.0
2025-01-08T10:00,-2.0,0.00,0.00,0.00,7.55,351,13.50,274.0
2025-01-08T11:00,-1.9,0.00,0.00,0.00,7.27,350,13.20,402.0
2025-01-08T12:00,-1.8,0.00,0.00,0.00,6.72,345,12.40,479.0
2025-01-08T13:00,-0.9,0.00,0.00,0.00,6.35,338,11.50,497.0
2025-01-08T14:00,-0.9,0.00,0.00,0.00,6.29,332,11.10,453.0
2025-01-08T15:00,-0.8,0.00,0.00,0.00,6.31,331,11.50,353.0
2025-01-08T16:00,-1.4,0.00,0.00,0.00,5.58,330,9.90,210.0
2025-01-08T17:00,-1.6,0.00,0.00,0.00,3.43,329,6.00,59.0
2025-01-08T18:00,-3.5,0.00,0.00,0.00,2.19,313,3.80,0.0
2025-01-08T19:00,-3.7,0.00,0.00,0.00,2.79,306,4.20,0.0
2025-01-08T20:00,-3.2,0.00,0.00,0.00,3.72,318,5.70,0.0
2025-01-08T21:00,-2.9,0.00,0.00,0.00,4.21,332,7.20,0.0
2025-01-08T22:00,-2.7,0.00,0.00,0.00,4.03,337,7.00,0.0
2025-01-08T23:00,-4.1,0.00,0.00,0.00,3.72,331,6.30,0.0
2025-01-09T00:00,-4.4,0.00,0.00,0.00,3.77,325,6.10,0.0
2025-01-09T01:00,-4.5,0.00,0.00,0.00,4.17,322,6.80,0.0
2025-01-09T02:00,-4.6,0.00,0.00,0.00,4.64,323,7.50,0.0
2025-01-09T03:00,-4.6,0.00,0.00,0.00,4.73,324,7.90,0.0
2025-01-09T04:00,-5.2,0.00,0.00,0.00,4.72,328,7.90,0.0
2025-01-09T05:00,-5.5,0.00,0.00,0.00,4.67,334,7.90,0.0
2025-01-09T06:00,-6.1,0.00,0.00,0.00,4.19,337,8.00,0.0
2025-01-09T07:00,-6.5,0.00,0.00,0.00,4.71,348,7.90,0.0
2025-01-09T08:00,-6.5,0.00,0.00,0.00,4.92,355,7.80,8.0
2025-01-09T09:00,-5.9,0.00,0.00,0.00,5.16,357,8.30,120.0
2025-01-09T10:00,-2.5,0.00,0.00,0.00,5.85,359,10.60,277.0
2025-01-09T11:00,-2.3,0.00,0.00,0.00,5.21,356,10.10,406.0
2025-01-09T12:00,-2.2,0.00,0.00,0.00,4.65,352,9.40,485.0
2025-01-09T13:00,-0.6,0.00,0.00,0.00,4.31,347,8.70,502.0
2025-01-09T14:00,-0.5,0.00,0.00,0.00,4.03,340,8.10,458.0
2025-01-09T15:00,-0.5,0.00,0.00,0.00,3.71,333,7.30,358.0
2025-01-09T16:00,-0.7,0.00,0.00,0.00,3.02,326,5.50,215.0
2025-01-09T17:00,-2.0,0.00,0.00,0.00,2.44,296,2.90,62.0
2025-01-09T18:00,-5.0,0.00,0.00,0.00,1.99,245,3.10,0.0
2025-01-09T19:00,-4.4,0.00,0.00,0.00,2.21,237,3.70,0.0
2025-01-09T20:00,-4.1,0.00,0.00,0.00,2.82,245,4.80,0.0
2025-01-09T21:00,-4.0,0.00,0.00,0.00,3.10,255,5.30,0.0
2025-01-09T22:00,-4.3,0.00,0.00,0.00,3.11,265,5.20,0.0
2025-01-09T23:00,-5.7,0.00,0.00,0.00,2.98,278,5.00,0.0
2025-01-10T00:00,-6.3,0.00,0.00,0.00,2.75,289,4.70,0.0
2025-01-10T01:00,-6.8,0.00,0.00,0.00,2.50,296,4.30,0.0
2025-01-10T02:00,-7.0,0.00,0.00,0.00,2.33,295,4.00,0.0
2025-01-10T03:00,-7.0,0.00,0.00,0.00,2.19,294,3.60,0.0
2025-01-10T04:00,-7.9,0.00,0.00,0.00,2.15,298,3.30,0.0
2025-01-10T05:00,-8.1,0.00,0.00,0.00,2.08,300,3.20,0.0
2025-01-10T06:00,-7.8,0.00,0.00,0.00,2.07,302,3.20,0.0
2025-01-10T07:00,-7.3,0.00,0.00,0.00,2.16,310,3.30,0.0
2025-01-10T08:00,-6.9,0.00,0.00,0.00,2.30,319,3.60,9.0
2025-01-10T09:00,-6.1,0.00,0.00,0.00,2.77,326,5.20,121.0
2025-01-10T10:00,-0.1,0.00,0.00,0.00,2.93,333,6.30,279.0
2025-01-10T11:00,0.0,0.00,0.00,0.00,3.15,335,7.10,409.0
2025-01-10T12:00,0.2,0.00,0.00,0.00,3.40,330,7.50,489.0
2025-01-10T13:00,2.9,0.00,0.00,0.00,3.57,323,7.50,508.0
2025-01-10T14:00,2.9,0.00,0.00,0.00,3.61,315,7.30,466.0
2025-01-10T15:00,2.9,0.00,0.00,0.00,3.54,312,6.90,364.0
2025-01-10T16:00,2.0,0.00,0.00,0.00,2.39,307,4.60,220.0
2025-01-10T17:00,0.3,0.00,0.00,0.00,2.93,300,3.80,65.0
2025-01-10T18:00,-3.7,0.00,0.00,0.00,2.67,287,3.60,0.0
2025-01-10T19:00,-4.3,0.00,0.00,0.00,2.55,272,3.60,0.0
2025-01-10T20:00,-4.5,0.00,0.00,0.00,2.41,264,3.50,0.0
2025-01-10T21:00,-4.1,0.00,0.00,0.00,2.26,265,3.40,0.0
2025-01-10T22:00,-4.1,0.00,0.00,0.00,2.25,267,3.40,0.0
2025-01-10T23:00,-5.6,0.00,0.00,0.00,2.45,266,3.70,0.0
2025-01-11T00:00,-5.6,0.00,0.00,0.00,2.50,273,3.80,0.0
2025-01-11T01:00,-6.5,0.00,0.00,0.00,2.42,288,3.60,0.0
2025-01-11T02:00,-7.1,0.00,0.00,0.00,2.21,303,3.40,0.0
2025-01-11T03:00,-7.5,0.00,0.00,0.00,2.30,318,3.50,0.0
2025-01-11T04:00,-7.9,0.00,0.00,0.00,2.14,327,3.20,0.0
2025-01-11T05:00,-8.0,0.00,0.00,0.00,2.14,327,3.10,0.0
2025-01-11T06:00,-7.7,0.00,0.00,0.00,1.98,313,2.80,0.0
2025-01-11T07:00,-7.5,0.00,0.00,0.00,1.87,314,2.40,0.0
2025-01-11T08:00,-7.5,0.00,0.00,0.00,1.51,326,2.00,8.0
2025-01-11T09:00,-6.6,0.00,0.00,0.00,1.47,350,3.30,111.0
2025-01-11T10:00,-0.3,0.00,0.00,0.00,1.24,14,3.90,267.0
2025-01-11T11:00,-0.0,0.00,0.00,0.00,1.25,29,4.10,397.0
2025-01-11T12:00,0.3,0.00,0.00,0.00,1.16,25,3.90,475.0
2025-01-11T13:00,3.1,0.00,0.00,0.00,0.78,15,3.70,496.0
2025-01-11T14:00,3.3,0.00,0.00,0.00,0.41,14,3.60,449.0
2025-01-11T15:00,3.1,0.00,0.00,0.00,0.39,40,2.70,353.0
2025-01-11T16:00,2.0,0.00,0.00,0.00,0.85,40,0.90,210.0
2025-01-11T17:00,1.4,0.00,0.00,0.00,1.30,62,1.60,62.0
2025-01-11T18:00,-1.8,0.00,0.00,0.00,0.55,95,2.00,0.0
2025-01-11T19:00,-2.9,0.00,0.00,0.00,1.27,138,2.60,0.0
2025-01-11T20:00,-3.0,0.00,0.00,0.00,1.83,163,2.90,0.0
2025-01-11T21:00,-3.2,0.00,0.00,0.00,1.84,193,2.70,0.0
2025-01-11T22:00,-2.4,0.00,0.00,0.00,1.66,226,1.70,0.0
2025-01-11T23:00,-4.5,0.00,0.00,0.00,1.67,261,1.30,0.0
2025-01-12T00:00,-5.5,0.00,0.00,0.00,1.99,282,2.00,0.0
2025-01-12T01:00,-5.7,0.00,0.00,0.00,2.23,290,2.30,0.0
2025-01-12T02:00,-5.7,0.00,0.00,0.00,1.81,294,2.80,0.0
2025-01-12T03:00,-5.6,0.00,0.00,0.00,2.25,302,3.50,0.0
2025-01-12T04:00,-6.0,0.00,0.00,0.00,2.97,318,5.00,0.0
2025-01-12T05:00,-5.4,0.00,0.00,0.00,3.69,333,6.20,0.0
2025-01-12T06:00,-4.7,0.00,0.00,0.00,3.20,340,6.40,0.0
2025-01-12T07:00,-4.7,0.00,0.00,0.00,3.14,338,6.00,0.0
2025-01-12T08:00,-5.0,0.00,0.00,0.00,3.14,338,5.70,9.0
2025-01-12T09:00,-4.5,0.00,0.00,0.00,3.56,340,6.70,120.0
2025-01-12T10:00,0.8,0.00,0.00,0.00,4.25,342,8.50,277.0
2025-01-12T11:00,0.9,0.00,0.00,0.00,4.60,343,8.90,406.0
2025-01-12T12:00,1.1,0.00,0.00,0.00,4.05,334,8.60,486.0
2025-01-12T13:00,3.1,0.00,0.00,0.00,3.40,319,7.90,505.0
2025-01-12T14:00,3.3,0.00,0.00,0.00,3.02,297,7.10,463.0
2025-01-12T15:00,3.1,0.00,0.00,0.00,2.96,274,6.10,364.0
2025-01-12T16:00,1.9,0.00,0.00,0.00,2.33,255,4.50,221.0
2025-01-12T17:00,0.7,0.00,0.00,0.00,3.02,236,3.70,68.0
2025-01-12T18:00,-2.7,0.00,0.00,0.00,2.65,223,3.90,0.0
2025-01-12T19:00,-2.5,0.00,0.00,0.00,2.48,208,3.60,0.0
2025-01-12T20:00,-2.6,0.00,0.00,0.00,2.15,198,3.30,0.0
2025-01-12T21:00,-2.5,0.00,0.00,0.00,2.04,191,3.70,0.0
2025-01-12T22:00,-2.9,0.00,0.00,0.00,2.03,190,4.10,0.0
2025-01-12T23:00,-3.7,0.00,0.00,0.00,2.15,192,4.50,0.0
2025-01-13T00:00,-3.7,0.00,0.00,0.00,2.29,191,4.40,0.0
2025-01-13T01:00,-4.3,0.00,0.00,0.00,2.16,187,3.90,0.0
2025-01-13T02:00,-4.5,0.00,0.00,0.00,2.05,181,3.40,0.0
2025-01-13T03:00,-4.4,0.00,0.00,0.00,2.00,179,3.20,0.0
2025-01-13T04:00,-4.8,0.00,0.00,0.00,2.00,181,3.20,0.0
2025-01-13T05:00,-5.2,0.00,0.00,0.00,1.95,193,3.20,0.0
2025-01-13T06:00,-6.2,0.00,0.00,0.00,2.10,198,3.10,0.0
2025-01-13T07:00,-6.5,0.00,0.00,0.00,2.04,208,2.90,0.0
2025-01-13T08:00,-5.8,0.00,0.00,0.00,1.72,234,2.70,9.0
2025-01-13T09:00,-5.0,0.00,0.00,0.00,1.74,252,4.20,119.0
2025-01-13T10:00,2.0,0.00,0.00,0.00,1.96,274,5.10,273.0
2025-01-13T11:00,2.8,0.00,0.00,0.00,2.36,302,5.90,401.0
2025-01-13T12:00,3.7,0.00,0.00,0.00,2.74,322,6.90,480.0
2025-01-13T13:00,7.2,0.00,0.00,0.00,3.49,331,8.40,500.0
2025-01-13T14:00,7.3,0.00,0.00,0.00,3.91,332,8.60,460.0
2025-01-13T15:00,7.2,0.00,0.00,0.00,3.93,329,7.40,361.0
2025-01-13T16:00,5.8,0.00,0.00,0.00,1.97,330,3.60,220.0
2025-01-13T17:00,5.4,0.00,0.00,0.00,1.42,350,2.10,69.0
2025-01-13T18:00,2.3,0.00,0.00,0.00,0.05,360,1.90,0.0
2025-01-13T19:00,0.4,0.00,0.00,0.00,1.62,171,2.70,0.0
2025-01-13T20:00,-0.6,0.00,0.00,0.00,2.22,194,3.40,0.0
2025-01-13T21:00,-1.0,0.00,0.00,0.00,2.42,210,3.30,0.0
2025-01-13T22:00,-1.9,0.00,0.00,0.00,2.27,213,3.50,0.0
2025-01-13T23:00,-3.0,0.00,0.00,0.00,2.27,221,3.40,0.0
2025-01-14T00:00,-2.9,0.00,0.00,0.00,2.24,243,3.30,0.0
2025-01-14T01:00,-2.7,0.00,0.00,0.00,1.56,263,2.70,0.0
2025-01-14T02:00,-1.5,0.00,0.00,0.00,1.55,274,2.60,0.0
2025-01-14T03:00,-1.6,0.00,0.00,0.00,1.43,282,2.30,0.0
2025-01-14T04:00,-0.7,0.00,0.00,0.00,1.50,296,2.20,0.0
2025-01-14T05:00,-0.6,0.00,0.00,0.00,1.74,311,2.70,0.0
2025-01-14T06:00,-0.2,0.00,0.00,0.00,2.89,307,4.50,0.0
2025-01-14T07:00,0.1,0.00,0.00,0.00,4.56,316,8.30,0.0
2025-01-14T08:00,0.0,0.00,0.00,0.00,6.65,324,12.40,6.0
2025-01-14T09:00,-0.8,0.00,0.00,0.00,8.00,326,14.00,85.0
2025-01-14T10:00,2.2,0.00,0.00,0.00,9.13,331,16.00,272.0
2025-01-14T11:00,2.3,0.00,0.00,0.00,9.00,336,16.00,417.0
2025-01-14T12:00,2.5,0.00,0.00,0.00,8.84,336,15.60,501.0
2025-01-14T13:00,2.8,0.00,0.00,0.00,8.98,336,15.50,524.0
2025-01-14T14:00,2.7,0.00,0.00,0.00,9.01,334,15.60,483.0
2025-01-14T15:00,2.5,0.00,0.00,0.00,8.66,332,15.40,380.0
2025-01-14T16:00,0.6,0.00,0.00,0.00,7.36,331,13.20,236.0
2025-01-14T17:00,0.3,0.00,0.00,0.00,6.26,331,10.90,77.0
2025-01-14T18:00,-1.8,0.00,0.00,0.00,6.15,336,10.30,0.0
2025-01-14T19:00,-1.8,0.00,0.00,0.00,6.33,340,10.10,0.0
