latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
36.0,114.25,83.0,28800,Asia/Shanghai,GMT+8

time,temperature_2m (°C),precipitation (mm),rain (mm),snowfall (cm),windspeed_10m (m/s),winddirection_10m (°),windgusts_10m (m/s),shortwave_radiation (W/m²)
2025-01-01T00:00,0.1,0.00,0.00,0.00,2.30,224,4.30,0.0
2025-01-01T01:00,-0.6,0.00,0.00,0.00,1.90,235,3.70,0.0
2025-01-01T02:00,-0.6,0.00,0.00,0.00,1.52,243,3.00,0.0
2025-01-01T03:00,-1.4,0.00,0.00,0.00,1.30,247,2.40,0.0
2025-01-01T04:00,-2.8,0.00,0.00,0.00,1.25,275,2.50,0.0
2025-01-01T05:00,-2.3,0.00,0.00,0.00,1.18,324,2.40,0.0
2025-01-01T06:00,-2.2,0.00,0.00,0.00,1.90,337,3.30,0.0
2025-01-01T07:00,-2.3,0.00,0.00,0.00,2.57,353,4.60,0.0
2025-01-01T08:00,-2.4,0.00,0.00,0.00,2.62,352,5.00,6.0
2025-01-01T09:00,-1.0,0.00,0.00,0.00,2.83,352,5.80,107.0
2025-01-01T10:00,5.0,0.00,0.00,0.00,3.11,5,6.90,263.0
2025-01-01T11:00,5.2,0.00,0.00,0.00,3.38,13,7.60,397.0
2025-01-01T12:00,5.2,0.00,0.00,0.00,3.42,18,7.80,483.0
2025-01-01T13:00,8.6,0.00,0.00,0.00,3.48,21,7.90,511.0
2025-01-01T14:00,8.8,0.00,0.00,0.00,3.51,24,7.70,476.0
2025-01-01T15:00,8.8,0.00,0.00,0.00,3.49,27,7.60,384.0
2025-01-01T16:00,7.2,0.00,0.00,0.00,3.58,28,7.10,245.0
2025-01-01T17:00,7.5,0.00,0.00,0.00,2.78,23,5.20,89.0
2025-01-01T18:00,3.7,0.00,0.00,0.00,2.76,4,5.00,2.0
2025-01-01T19:00,3.8,0.00,0.00,0.00,2.87,354,4.90,0.0
2025-01-01T20:00,3.8,0.00,0.00,0.00,2.84,346,5.00,0.0
2025-01-01T21:00,4.0,0.00,0.00,0.00,2.90,339,5.30,0.0
2025-01-01T22:00,3.6,0.00,0.00,0.00,2.80,336,5.40,0.0
2025-01-01T23:00,1.3,0.00,0.00,0.00,2.75,341,5.60,0.0
2025-01-02T00:00,1.5,0.00,0.00,0.00,2.80,344,5.90,0.0
2025-01-02T01:00,1.2,0.00,0.00,0.00,3.01,345,6.30,0.0
2025-01-02T02:00,1.3,0.00,0.00,0.00,3.11,341,6.40,0.0
2025-01-02T03:00,1.5,0.00,0.00,0.00,3.00,345,5.60,0.0
2025-01-02T04:00,0.2,0.00,0.00,0.00,3.04,346,5.80,0.0
2025-01-02T05:00,0.2,0.00,0.00,0.00,3.42,354,6.30,0.0
2025-01-02T06:00,0.6,0.00,0.00,0.00,3.55,358,6.70,0.0
2025-01-02T07:00,0.7,0.00,0.00,0.00,3.65,358,7.00,0.0
2025-01-02T08:00,0.3,0.00,0.00,0.00,3.81,356,7.00,4.0
2025-01-02T09:00,-0.1,0.00,0.00,0.00,3.86,356,7.50,75.0
2025-01-02T10:00,3.3,0.00,0.00,0.00,4.25,1,9.10,198.0
2025-01-02T11:00,3.4,0.00,0.00,0.00,4.32,11,9.30,329.0
2025-01-02T12:00,3.4,0.00,0.00,0.00,3.84,18,8.80,443.0
2025-01-02T13:00,5.8,0.00,0.00,0.00,3.18,26,8.10,493.0
2025-01-02T14:00,5.9,0.00,0.00,0.00,2.60,38,7.30,475.0
2025-01-02T15:00,5.8,0.00,0.00,0.00,2.34,48,5.80,318.0
2025-01-02T16:00,4.6,0.00,0.00,0.00,2.28,61,5.00,211.0
2025-01-02T17:00,4.3,0.00,0.00,0.00,1.92,65,2.60,84.0
2025-01-02T18:00,1.8,0.00,0.00,0.00,0.55,85,2.10,3.0
2025-01-02T19:00,2.0,0.00,0.00,0.00,0.30,351,1.70,0.0
2025-01-02T20:00,1.2,0.00,0.00,0.00,1.14,337,1.90,0.0
2025-01-02T21:00,0.3,0.00,0.00,0.00,1.30,328,2.10,0.0
2025-01-02T22:00,-0.4,0.00,0.00,0.00,1.25,323,1.80,0.0
2025-01-02T23:00,-2.4,0.00,0.00,0.00,1.03,309,1.50,0.0
2025-01-03T00:00,-1.9,0.00,0.00,0.00,0.83,295,1.30,0.0
2025-01-03T01:00,-2.0,0.00,0.00,0.00,0.61,279,1.00,0.0
2025-01-03T02:00,-1.3,0.00,0.00,0.00,0.61,261,0.70,0.0
2025-01-03T03:00,-1.1,0.00,0.00,0.00,0.78,255,1.20,0.0
2025-01-03T04:00,-2.6,0.00,0.00,0.00,1.01,250,1.50,0.0
2025-01-03T05:00,-3.3,0.00,0.00,0.00,1.21,246,1.70,0.0
2025-01-03T06:00,-4.6,0.00,0.00,0.00,1.32,261,2.20,0.0
2025-01-03T07:00,-4.7,0.00,0.00,0.00,1.30,247,2.70,0.0
2025-01-03T08:00,-4.3,0.00,0.00,0.00,1.10,240,2.70,6.0
2025-01-03T09:00,-2.1,0.00,0.00,0.00,1.37,213,4.00,106.0
2025-01-03T10:00,4.1,0.00,0.00,0.00,1.50,176,5.00,262.0
2025-01-03T11:00,4.2,0.00,0.00,0.00,2.00,167,6.40,397.0
2025-01-03T12:00,4.2,0.00,0.00,0.00,2.33,165,7.00,484.0
2025-01-03T13:00,7.2,0.00,0.00,0.00,2.68,166,7.50,508.0
2025-01-03T14:00,7.3,0.00,0.00,0.00,2.95,169,7.70,461.0
2025-01-03T15:00,7.2,0.00,0.00,0.00,3.04,166,6.50,278.0
2025-01-03T16:00,5.8,0.00,0.00,0.00,2.49,150,4.80,171.0
2025-01-03T17:00,6.2,0.00,0.00,0.00,2.33,152,3.80,69.0
2025-01-03T18:00,1.4,0.00,0.00,0.00,2.40,182,4.20,3.0
2025-01-03T19:00,0.9,0.00,0.00,0.00,2.14,196,3.80,0.0
2025-01-03T20:00,0.8,0.00,0.00,0.00,2.08,207,3.80,0.0
2025-01-03T21:00,0.8,0.00,0.00,0.00,1.77,223,3.80,0.0
2025-01-03T22:00,0.3,0.00,0.00,0.00,1.87,224,3.80,0.0
2025-01-03T23:00,-1.3,0.00,0.00,0.00,2.05,225,4.00,0.0
2025-01-04T00:00,-1.4,0.00,0.00,0.00,2.09,228,4.20,0.0
2025-01-04T01:00,-1.8,0.00,0.00,0.00,1.96,232,4.20,0.0
2025-01-04T02:00,-2.1,0.00,0.00,0.00,1.93,233,4.10,0.0
2025-01-04T03:00,-2.3,0.00,0.00,0.00,1.82,238,3.40,0.0
2025-01-04T04:00,-3.4,0.00,0.00,0.00,1.81,242,3.30,0.0
2025-01-04T05:00,-3.5,0.00,0.00,0.00,1.73,248,3.10,0.0
2025-01-04T06:00,-4.1,0.00,0.00,0.00,1.60,266,2.90,0.0
2025-01-04T07:00,-4.1,0.00,0.00,0.00,1.60,272,2.80,0.0
2025-01-04T08:00,-4.0,0.00,0.00,0.00,1.55,274,2.70,6.0
2025-01-04T09:00,-2.0,0.00,0.00,0.00,1.76,275,3.70,109.0
2025-01-04T10:00,5.3,0.00,0.00,0.00,1.10,246,3.60,270.0
2025-01-04T11:00,6.3,0.00,0.00,0.00,1.21,204,4.10,408.0
2025-01-04T12:00,7.3,0.00,0.00,0.00,1.28,201,4.20,498.0
2025-01-04T13:00,10.8,0.00,0.00,0.00,1.38,226,4.70,525.0
2025-01-04T14:00,11.1,0.00,0.00,0.00,1.49,222,5.60,446.0
2025-01-04T15:00,11.2,0.00,0.00,0.00,1.77,225,4.70,343.0
2025-01-04T16:00,10.2,0.00,0.00,0.00,1.40,184,3.00,162.0
2025-01-04T17:00,9.3,0.00,0.00,0.00,2.15,179,3.70,61.0
2025-01-04T18:00,6.5,0.00,0.00,0.00,2.17,199,4.30,3.0
2025-01-04T19:00,6.1,0.00,0.00,0.00,1.88,228,3.60,0.0
2025-01-04T20:00,5.3,0.00,0.00,0.00,1.94,252,4.10,0.0
2025-01-04T21:00,4.6,0.00,0.00,0.00,2.36,264,4.60,0.0
2025-01-04T22:00,3.3,0.00,0.00,0.00,2.76,265,4.90,0.0
2025-01-04T23:00,0.5,0.00,0.00,0.00,2.57,263,4.70,0.0
2025-01-05T00:00,0.2,0.00,0.00,0.00,2.43,256,4.30,0.0
2025-01-05T01:00,0.0,0.00,0.00,0.00,2.44,251,4.50,0.0
2025-01-05T02:00,-0.1,0.00,0.00,0.00,2.50,250,4.40,0.0
2025-01-05T03:00,0.1,0.00,0.00,0.00,2.34,254,4.30,0.0
2025-01-05T04:00,-1.2,0.00,0.00,0.00,2.27,262,4.00,0.0
2025-01-05T05:00,-1.6,0.00,0.00,0.00,2.25,271,3.90,0.0
2025-01-05T06:00,-2.2,0.00,0.00,0.00,2.02,279,3.70,0.0
2025-01-05T07:00,-2.3,0.00,0.00,0.00,1.96,276,3.40,0.0
2025-01-05T08:00,-2.5,0.00,0.00,0.00,2.05,273,3.40,6.0
2025-01-05T09:00,-0.1,0.00,0.00,0.00,2.25,267,4.00,108.0
2025-01-05T10:00,7.6,0.00,0.00,0.00,1.46,264,3.50,268.0
2025-01-05T11:00,9.0,0.00,0.00,0.00,0.87,246,3.70,405.0
2025-01-05T12:00,9.7,0.00,0.00,0.00,2.48,289,4.70,495.0
2025-01-05T13:00,13.6,0.00,0.00,0.00,3.63,304,6.70,524.0
2025-01-05T14:00,13.7,0.00,0.00,0.00,4.00,319,8.00,491.0
2025-01-05T15:00,13.7,0.00,0.00,0.00,4.36,332,8.90,399.0
2025-01-05T16:00,12.4,0.00,0.00,0.00,3.69,344,7.10,260.0
2025-01-05T17:00,11.8,0.00,0.00,0.00,2.20,357,4.00,101.0
2025-01-05T18:00,6.5,0.00,0.00,0.00,2.80,357,4.00,4.0
2025-01-05T19:00,6.0,0.00,0.00,0.00,2.53,345,4.00,0.0
2025-01-05T20:00,5.7,0.00,0.00,0.00,2.05,317,4.00,0.0
2025-01-05T21:00,5.7,0.00,0.00,0.00,1.94,305,4.50,0.0
2025-01-05T22:00,5.1,0.00,0.00,0.00,2.37,305,5.20,0.0
2025-01-05T23:00,4.3,0.00,0.00,0.00,2.87,310,6.30,0.0
2025-01-06T00:00,5.0,0.00,0.00,0.00,3.14,323,6.80,0.0
2025-01-06T01:00,4.0,0.00,0.00,0.00,2.89,342,5.90,0.0
2025-01-06T02:00,2.7,0.00,0.00,0.00,2.55,2,4.80,0.0
2025-01-06T03:00,1.6,0.00,0.00,0.00,2.47,14,5.20,0.0
2025-01-06T04:00,-0.9,0.00,0.00,0.00,2.12,15,4.70,0.0
2025-01-06T05:00,-1.1,0.00,0.00,0.00,1.91,6,3.40,0.0
2025-01-06T06:00,-2.5,0.00,0.00,0.00,1.60,340,2.50,0.0
2025-01-06T07:00,-2.3,0.00,0.00,0.00,1.77,338,2.40,0.0
2025-01-06T08:00,-2.3,0.00,0.00,0.00,1.43,331,2.20,6.0
2025-01-06T09:00,-0.4,0.00,0.00,0.00,1.06,341,3.00,112.0
2025-01-06T10:00,4.1,0.00,0.00,0.00,1.10,39,4.00,276.0
2025-01-06T11:00,4.2,0.00,0.00,0.00,1.54,61,5.20,417.0
2025-01-06T12:00,4.4,0.00,0.00,0.00,1.55,75,5.70,508.0
2025-01-06T13:00,6.5,0.00,0.00,0.00,1.40,90,5.30,538.0
2025-01-06T14:00,6.9,0.00,0.00,0.00,1.66,111,5.20,503.0
2025-01-06T15:00,7.0,0.00,0.00,0.00,2.23,124,5.70,407.0
2025-01-06T16:00,5.9,0.00,0.00,0.00,2.92,128,6.00,266.0
2025-01-06T17:00,6.0,0.00,0.00,0.00,2.23,130,3.70,105.0
2025-01-06T18:00,1.1,0.00,0.00,0.00,2.44,165,3.60,4.0
2025-01-06T19:00,0.5,0.00,0.00,0.00,2.71,185,3.50,0.0
2025-01-06T20:00,0.2,0.00,0.00,0.00,2.38,202,3.30,0.0
2025-01-06T21:00,0.4,0.00,0.00,0.00,2.23,220,3.30,0.0
2025-01-06T22:00,-0.4,0.00,0.00,0.00,2.21,232,3.40,0.0
2025-01-06T23:00,-1.7,0.00,0.00,0.00,1.84,241,3.50,0.0
2025-01-07T00:00,-1.9,0.00,0.00,0.00,1.90,252,3.80,0.0
2025-01-07T01:00,-2.2,0.00,0.00,0.00,2.09,259,4.00,0.0
2025-01-07T02:00,-2.3,0.00,0.00,0.00,2.25,269,4.20,0.0
2025-01-07T03:00,-2.5,0.00,0.00,0.00,2.41,276,4.30,0.0
2025-01-07T04:00,-3.7,0.00,0.00,0.00,2.32,277,4.20,0.0
2025-01-07T05:00,-3.3,0.00,0.00,0.00,2.33,280,4.10,0.0
2025-01-07T06:00,-3.4,0.00,0.00,0.00,2.49,285,4.10,0.0
2025-01-07T07:00,-3.6,0.00,0.00,0.00,2.31,292,3.90,0.0
2025-01-07T08:00,-4.2,0.00,0.00,0.00,2.14,291,3.80,6.0
2025-01-07T09:00,-1.2,0.00,0.00,0.00,2.52,284,4.50,114.0
2025-01-07T10:00,7.3,0.00,0.00,0.00,1.50,266,3.90,279.0
2025-01-07T11:00,7.9,0.00,0.00,0.00,1.83,253,4.80,421.0
2025-01-07T12:00,7.8,0.00,0.00,0.00,1.97,234,5.40,513.0
2025-01-07T13:00,11.1,0.00,0.00,0.00,2.41,222,5.90,544.0
2025-01-07T14:00,11.0,0.00,0.00,0.00,2.52,219,5.90,511.0
2025-01-07T15:00,11.3,0.00,0.00,0.00,2.43,217,5.90,418.0
2025-01-07T16:00,10.3,0.00,0.00,0.00,1.92,205,4.30,274.0
2025-01-07T17:00,10.6,0.00,0.00,0.00,2.11,166,3.60,109.0
2025-01-07T18:00,5.2,0.00,0.00,0.00,2.56,184,4.80,5.0
2025-01-07T19:00,4.5,0.00,0.00,0.00,2.49,202,4.90,0.0
2025-01-07T20:00,3.6,0.00,0.00,0.00,2.09,226,4.20,0.0
2025-01-07T21:00,2.4,0.00,0.00,0.00,2.27,256,4.20,0.0
2025-01-07T22:00,1.8,0.00,0.00,0.00,2.55,273,4.70,0.0
2025-01-07T23:00,0.4,0.00,0.00,0.00,2.91,286,5.00,0.0
2025-01-08T00:00,0.5,0.00,0.00,0.00,3.02,294,5.00,0.0
2025-01-08T01:00,0.3,0.00,0.00,0.00,2.96,300,5.00,0.0
2025-01-08T02:00,0.7,0.00,0.00,0.00,3.00,307,5.10,0.0
2025-01-08T03:00,1.4,0.00,0.00,0.00,3.25,315,6.20,0.0
2025-01-08T04:00,1.1,0.00,0.00,0.00,3.65,319,6.80,0.0
2025-01-08T05:00,1.7,0.00,0.00,0.00,3.76,335,7.10,0.0
2025-01-08T06:00,1.5,0.00,0.00,0.00,4.70,17,9.00,0.0
2025-01-08T07:00,0.1,0.00,0.00,0.00,4.72,28,8.70,0.0
2025-01-08T08:00,-0.7,0.00,0.00,0.00,3.50,10,6.70,6.0
2025-01-08T09:00,-1.3,0.00,0.00,0.00,3.30,357,7.40,111.0
2025-01-08T10:00,2.7,0.00,0.00,0.00,3.63,12,8.60,273.0
2025-01-08T11:00,2.9,0.00,0.00,0.00,4.27,26,9.30,414.0
2025-01-08T12:00,2.9,0.00,0.00,0.00,4.32,30,9.60,508.0
2025-01-08T13:00,4.3,0.00,0.00,0.00,3.76,23,9.10,540.0
2025-01-08T14:00,4.4,0.00,0.00,0.00,3.65,33,8.40,504.0
2025-01-08T15:00,4.4,0.00,0.00,0.00,3.78,46,8.20,416.0
2025-01-08T16:00,3.3,0.00,0.00,0.00,3.76,54,7.70,275.0
2025-01-08T17:00,3.4,0.00,0.00,0.00,2.66,64,4.80,111.0
2025-01-08T18:00,-0.4,0.00,0.00,0.00,2.34,42,3.20,5.0
2025-01-08T19:00,0.8,0.00,0.00,0.00,1.76,5,2.00,0.0
2025-01-08T20:00,-0.2,0.00,0.00,0.00,1.87,351,1.60,0.0
2025-01-08T21:00,-0.4,0.00,0.00,0.00,1.73,350,1.90,0.0
2025-01-08T22:00,-0.9,0.00,0.00,0.00,1.80,357,2.20,0.0
2025-01-08T23:00,-3.9,0.00,0.00,0.00,1.80,3,2.50,0.0
2025-01-09T00:00,-3.5,0.00,0.00,0.00,2.01,4,2.10,0.0
2025-01-09T01:00,-3.2,0.00,0.00,0.00,1.61,344,1.40,0.0
2025-01-09T02:00,-3.5,0.00,0.00,0.00,1.13,319,1.40,0.0
2025-01-09T03:00,-4.8,0.00,0.00,0.00,0.87,301,1.40,0.0
2025-01-09T04:00,-6.1,0.00,0.00,0.00,0.79,288,1.40,0.0
2025-01-09T05:00,-6.1,0.00,0.00,0.00,0.74,290,1.50,0.0
2025-01-09T06:00,-6.8,0.00,0.00,0.00,1.27,296,1.60,0.0
2025-01-09T07:00,-6.9,0.00,0.00,0.00,1.52,316,1.90,0.0
2025-01-09T08:00,-6.5,0.00,0.00,0.00,1.61,330,1.70,6.0
2025-01-09T09:00,-4.3,0.00,0.00,0.00,1.82,351,3.10,114.0
2025-01-09T10:00,2.1,0.00,0.00,0.00,1.76,20,4.30,280.0
2025-01-09T11:00,1.9,0.00,0.00,0.00,1.96,38,5.40,423.0
2025-01-09T12:00,1.9,0.00,0.00,0.00,2.13,41,5.40,515.0
2025-01-09T13:00,4.0,0.00,0.00,0.00,2.33,47,5.40,547.0
2025-01-09T14:00,3.9,0.00,0.00,0.00,2.43,53,5.40,516.0
2025-01-09T15:00,3.8,0.00,0.00,0.00,2.37,65,5.90,424.0
2025-01-09T16:00,2.8,0.00,0.00,0.00,2.68,76,5.50,281.0
2025-01-09T17:00,1.7,0.00,0.00,0.00,1.90,87,3.10,115.0
2025-01-09T18:00,-3.2,0.00,0.00,0.00,2.16,94,3.70,6.0
2025-01-09T19:00,-2.1,0.00,0.00,0.00,1.05,121,3.10,0.0
2025-01-09T20:00,-0.4,0.00,0.00,0.00,0.25,169,2.20,0.0
2025-01-09T21:00,0.0,0.00,0.00,0.00,0.45,297,1.80,0.0
2025-01-09T22:00,-1.0,0.00,0.00,0.00,0.55,275,2.10,0.0
2025-01-09T23:00,-5.4,0.00,0.00,0.00,1.04,253,2.80,0.0
2025-01-10T00:00,-5.4,0.00,0.00,0.00,1.89,233,2.90,0.0
2025-01-10T01:00,-5.9,0.00,0.00,0.00,1.96,212,3.20,0.0
2025-01-10T02:00,-5.8,0.00,0.00,0.00,1.97,207,3.30,0.0
2025-01-10T03:00,-5.7,0.00,0.00,0.00,1.93,201,3.30,0.0
2025-01-10T04:00,-6.6,0.00,0.00,0.00,1.83,197,3.30,0.0
2025-01-10T05:00,-6.5,0.00,0.00,0.00,1.84,202,3.30,0.0
2025-01-10T06:00,-6.3,0.00,0.00,0.00,1.92,219,3.50,0.0
2025-01-10T07:00,-6.4,0.00,0.00,0.00,1.87,214,3.50,0.0
2025-01-10T08:00,-6.7,0.00,0.00,0.00,1.69,214,3.50,6.0
2025-01-10T09:00,-5.8,0.00,0.00,0.00,1.61,216,4.60,114.0
2025-01-10T10:00,1.5,0.00,0.00,0.00,1.52,203,5.20,280.0
2025-01-10T11:00,2.1,0.00,0.00,0.00,1.19,195,5.60,421.0
2025-01-10T12:00,2.6,0.00,0.00,0.00,0.71,172,5.60,514.0
2025-01-10T13:00,6.6,0.00,0.00,0.00,0.80,90,5.20,546.0
2025-01-10T14:00,6.8,0.00,0.00,0.00,1.63,67,4.90,514.0
2025-01-10T15:00,6.8,0.00,0.00,0.00,2.16,77,5.30,420.0
2025-01-10T16:00,5.5,0.00,0.00,0.00,2.62,98,5.00,278.0
2025-01-10T17:00,4.0,0.00,0.00,0.00,2.45,110,3.70,116.0
2025-01-10T18:00,-0.3,0.00,0.00,0.00,2.40,135,3.10,7.0
2025-01-10T19:00,1.6,0.00,0.00,0.00,0.51,119,1.60,0.0
2025-01-10T20:00,0.2,0.00,0.00,0.00,0.51,331,1.60,0.0
2025-01-10T21:00,-0.7,0.00,0.00,0.00,1.13,311,2.10,0.0
2025-01-10T22:00,-1.4,0.00,0.00,0.00,1.46,301,2.20,0.0
2025-01-10T23:00,-3.2,0.00,0.00,0.00,1.41,293,2.20,0.0
2025-01-11T00:00,-3.3,0.00,0.00,0.00,0.85,273,2.20,0.0
2025-01-11T01:00,-3.4,0.00,0.00,0.00,0.80,270,2.10,0.0
2025-01-11T02:00,-3.4,0.00,0.00,0.00,1.27,261,2.40,0.0
2025-01-11T03:00,-3.7,0.00,0.00,0.00,1.72,253,3.20,0.0
2025-01-11T04:00,-3.8,0.00,0.00,0.00,1.98,254,3.50,0.0
2025-01-11T05:00,-3.6,0.00,0.00,0.00,1.94,258,3.50,0.0
2025-01-11T06:00,-3.8,0.00,0.00,0.00,2.01,256,3.50,0.0
2025-01-11T07:00,-3.9,0.00,0.00,0.00,1.89,258,3.60,0.0
2025-01-11T08:00,-3.6,0.00,0.00,0.00,2.32,256,4.30,6.0
2025-01-11T09:00,-1.9,0.00,0.00,0.00,2.25,253,4.90,113.0
2025-01-11T10:00,6.0,0.00,0.00,0.00,1.48,237,4.40,277.0
2025-01-11T11:00,6.9,0.00,0.00,0.00,1.77,254,5.30,419.0
2025-01-11T12:00,6.9,0.00,0.00,0.00,2.31,292,6.20,513.0
2025-01-11T13:00,9.8,0.00,0.00,0.00,2.28,299,7.10,547.0
2025-01-11T14:00,9.9,0.00,0.00,0.00,2.15,301,7.50,485.0
2025-01-11T15:00,9.7,0.00,0.00,0.00,2.19,313,4.70,361.0
2025-01-11T16:00,7.9,0.00,0.00,0.00,1.11,54,2.30,194.0
2025-01-11T17:00,7.4,0.00,0.00,0.00,1.98,111,3.40,77.0
2025-01-11T18:00,4.3,0.00,0.00,0.00,1.70,130,3.50,6.0
2025-01-11T19:00,2.1,0.00,0.00,0.00,1.80,180,3.50,0.0
2025-01-11T20:00,2.0,0.00,0.00,0.00,2.22,239,3.30,0.0
2025-01-11T21:00,1.9,0.00,0.00,0.00,1.61,277,3.40,0.0
2025-01-11T22:00,2.1,0.00,0.00,0.00,2.38,292,5.20,0.0
2025-01-11T23:00,0.4,0.00,0.00,0.00,2.78,300,5.50,0.0
2025-01-12T00:00,0.3,0.00,0.00,0.00,2.91,305,5.30,0.0
2025-01-12T01:00,0.3,0.00,0.00,0.00,3.18,307,5.70,0.0
2025-01-12T02:00,1.1,0.00,0.00,0.00,3.41,310,6.70,0.0
2025-01-12T03:00,2.0,0.00,0.00,0.00,3.39,314,6.20,0.0
2025-01-12T04:00,1.2,0.00,0.00,0.00,3.18,315,5.90,0.0
2025-01-12T05:00,0.9,0.00,0.00,0.00,2.90,315,5.50,0.0
2025-01-12T06:00,-1.0,0.00,0.00,0.00,2.58,313,4.90,0.0
2025-01-12T07:00,-1.3,0.00,0.00,0.00,2.55,313,4.60,0.0
2025-01-12T08:00,-1.5,0.00,0.00,0.00,2.37,314,4.20,6.0
2025-01-12T09:00,-1.1,0.00,0.00,0.00,2.52,319,4.90,117.0
2025-01-12T10:00,5.3,0.00,0.00,0.00,2.18,323,5.30,284.0
2025-01-12T11:00,5.1,0.00,0.00,0.00,1.58,349,5.10,428.0
2025-01-12T12:00,4.9,0.00,0.00,0.00,0.18,34,3.90,521.0
2025-01-12T13:00,7.4,0.00,0.00,0.00,1.20,182,5.00,554.0
2025-01-12T14:00,7.6,0.00,0.00,0.00,2.30,184,6.50,522.0
2025-01-12T15:00,7.6,0.00,0.00,0.00,3.01,175,7.00,430.0
2025-01-12T16:00,6.9,0.00,0.00,0.00,3.56,163,7.50,288.0
2025-01-12T17:00,7.9,0.00,0.00,0.00,3.44,147,6.70,122.0
2025-01-12T18:00,3.3,0.00,0.00,0.00,3.42,153,6.50,8.0
2025-01-12T19:00,3.0,0.00,0.00,0.00,3.64,164,6.60,0.0
2025-01-12T20:00,2.7,0.00,0.00,0.00,3.55,180,6.80,0.0
2025-01-12T21:00,2.6,0.00,0.00,0.00,3.38,193,6.70,0.0
2025-01-12T22:00,1.9,0.00,0.00,0.00,3.01,201,6.30,0.0
2025-01-12T23:00,0.3,0.00,0.00,0.00,2.62,209,5.80,0.0
2025-01-13T00:00,-0.2,0.00,0.00,0.00,2.45,213,5.60,0.0
2025-01-13T01:00,-1.1,0.00,0.00,0.00,2.57,217,5.40,0.0
2025-01-13T02:00,-1.4,0.00,0.00,0.00,2.48,222,5.10,0.0
2025-01-13T03:00,-1.6,0.00,0.00,0.00,2.49,232,4.60,0.0
2025-01-13T04:00,-2.4,0.00,0.00,0.00,2.33,242,4.30,0.0
2025-01-13T05:00,-2.5,0.00,0.00,0.00,2.25,249,4.00,0.0
2025-01-13T06:00,-3.0,0.00,0.00,0.00,2.31,264,4.00,0.0
2025-01-13T07:00,-2.9,0.00,0.00,0.00,2.35,269,3.90,0.0
2025-01-13T08:00,-2.9,0.00,0.00,0.00,2.66,274,4.10,6.0
2025-01-13T09:00,0.2,0.00,0.00,0.00,2.80,273,4.70,116.0
2025-01-13T10:00,7.4,0.00,0.00,0.00,1.80,272,4.10,283.0
2025-01-13T11:00,9.0,0.00,0.00,0.00,1.00,267,3.50,426.0
2025-01-13T12:00,10.1,0.00,0.00,0.00,0.72,245,3.30,520.0
2025-01-13T13:00,14.0,0.00,0.00,0.00,0.73,254,4.10,553.0
2025-01-13T14:00,13.9,0.00,0.00,0.00,0.59,250,4.50,522.0
2025-01-13T15:00,13.9,0.00,0.00,0.00,0.84,163,3.70,431.0
2025-01-13T16:00,13.0,0.00,0.00,0.00,1.84,137,4.10,291.0
2025-01-13T17:00,12.3,0.00,0.00,0.00,2.69,133,4.30,125.0
2025-01-13T18:00,6.6,0.00,0.00,0.00,2.78,157,4.70,9.0
2025-01-13T19:00,6.4,0.00,0.00,0.00,2.17,161,4.30,0.0
2025-01-13T20:00,5.9,0.00,0.00,0.00,2.30,146,3.70,0.0
2025-01-13T21:00,6.3,0.00,0.00,0.00,0.90,146,2.90,0.0
2025-01-13T22:00,4.0,0.00,0.00,0.00,0.79,305,3.00,0.0
2025-01-13T23:00,1.6,0.00,0.00,0.00,1.50,334,3.10,0.0
2025-01-14T00:00,1.3,0.00,0.00,0.00,1.72,330,4.20,0.0
2025-01-14T01:00,1.1,0.00,0.00,0.00,1.90,330,4.80,0.0
2025-01-14T02:00,0.8,0.00,0.00,0.00,1.87,326,4.50,0.0
2025-01-14T03:00,0.8,0.00,0.00,0.00,2.02,327,4.00,0.0
2025-01-14T04:00,0.7,0.00,0.00,0.00,2.50,334,4.90,0.0
2025-01-14T05:00,1.5,0.00,0.00,0.00,3.26,342,6.40,0.0
2025-01-14T06:00,2.6,0.00,0.00,0.00,3.86,350,7.00,0.0
2025-01-14T07:00,2.9,0.00,0.00,0.00,3.58,348,7.10,0.0
2025-01-14T08:00,3.0,0.00,0.00,0.00,3.66,346,7.20,6.0
2025-01-14T09:00,3.6,0.00,0.00,0.00,4.01,350,8.30,103.0
2025-01-14T10:00,8.1,0.00,0.00,0.00,4.35,359,10.40,255.0
2025-01-14T11:00,8.3,0.00,0.00,0.00,6.21,11,13.00,402.0
2025-01-14T12:00,8.0,0.00,0.00,0.00,7.13,11,14.20,513.0
2025-01-14T13:00,8.3,0.00,0.00,0.00,7.13,11,14.40,558.0
2025-01-14T14:00,7.8,0.00,0.00,0.00,6.90,14,14.10,531.0
2025-01-14T15:00,7.5,0.00,0.00,0.00,6.50,17,13.10,441.0
2025-01-14T16:00,5.4,0.00,0.00,0.00,5.85,23,11.70,302.0
2025-01-14T17:00,5.4,0.00,0.00,0.00,4.40,39,8.80,133.0
2025-01-14T18:00,1.9,0.00,0.00,0.00,3.54,54,7.00,10.0
2025-01-14T19:00,2.2,0.00,0.00,0.00,2.25,53,4.60,0.0
2025-01-14T20:00,0.8,0.00,0.00,0.00,2.06,51,3.10,0.0
2025-01-14T21:00,2.3,0.00,0.00,0.00,1.10,357,2.00,0.0
